REF NO,DISTRICT,UPAZILA,ORGANIZATION_NAME,EIIN
4480,Thakurgaon,Pirganj,HATPARA ALIM MADRASHA,128942
4481,Thakurgaon,Ranisankail,RANISANKAIL PILOT HIGH SCHOOL,128980
4482,Thakurgaon,Ranisankail,GOGOR ABDUL JABBAR HIGH SCHOOL,128986
4483,Thakurgaon,Ranisankail,KATIHAR HIGH SCHOOL,128991
4484,Thakurgaon,Ranisankail,BHORNIO HAT HIGH SCHOOL,128995
4485,Thakurgaon,Ranisankail,BHOMRA GHAT HIGH SCHOOL,128999
4486,Thakurgaon,Ranisankail,B N GIRLS HIGH SCHOOL,129019
4487,Thakurgaon,Thakurgaon Sadar,RUHEA HIGH SCHOOL,129078
4488,Thakurgaon,Thakurgaon Sadar,RUHEA GIRLS HIGH SCHOOL,129080
4489,Thakurgaon,Thakurgaon Sadar,THAKURGAON ROAD GIRLS HIGH SCHOOL,129081
4490,Thakurgaon,Thakurgaon Sadar,POLICE LINE HIGH SCHOOL THAKURGAON,129083
4491,Thakurgaon,Thakurgaon Sadar,C M AYUB GIRLS HIGH SCHOOL,129084
4492,Thakurgaon,Thakurgaon Sadar,MATHURAPUR PUBLIC HIGH SCHOOL,129088
4493,Thakurgaon,Thakurgaon Sadar,BALIA MB SC HIGH SCHOOL,129089
4494,Thakurgaon,Thakurgaon Sadar,MADARGANJ MB HIGH SCHOOL,129091
4495,Thakurgaon,Thakurgaon Sadar,PURATON THAKURGAON HIGH SCHOOL,129092
4496,Thakurgaon,Thakurgaon Sadar,DARAJGAON HAMID ALI KHAN HIGH SCHOOL,129094
4497,Thakurgaon,Thakurgaon Sadar,BALA PARA HIGH SCHOOL,129095
4498,Thakurgaon,Thakurgaon Sadar,SALANDAR HIGH SCHOOL,129096
4499,Thakurgaon,Thakurgaon Sadar,FARABARI HIGH SCHOOL,129097
4500,Thakurgaon,Thakurgaon Sadar,BHOWLAR HAT HIGH SCHOOL,129099
4501,Thakurgaon,Thakurgaon Sadar,MATRIGAON MDPUR HIGH SCHOOL,129101
4502,Thakurgaon,Thakurgaon Sadar,JAMALPUR HIGH SCHOOL,129103
4503,Thakurgaon,Thakurgaon Sadar,KK LAXMIR HAT HIGH SCHOOL,129106
4504,Thakurgaon,Thakurgaon Sadar,AKHANAGAR HIGH SCHOOL,129107
4505,Thakurgaon,Thakurgaon Sadar,ISLAM NAGAR HIGH SCHOOL,129108
4506,Thakurgaon,Thakurgaon Sadar,KACHARI BAZAR HIGH SCHOOL,129109
4507,Thakurgaon,Thakurgaon Sadar,PAHAR BHANGA HIGH SCHOOL,129110
4508,Thakurgaon,Thakurgaon Sadar,KUMARPUR HIGH SCHOOL,129113
4509,Thakurgaon,Thakurgaon Sadar,DHOLAR HAT SC HIGH SCHOOL,129114
4510,Thakurgaon,Thakurgaon Sadar,KASHALBARI HIGH SCHOOL,129115
4511,Thakurgaon,Thakurgaon Sadar,CHAKHMIL BOHUMUKHI HIGH SCHOOL,129117
4512,Thakurgaon,Thakurgaon Sadar,SOBDAL DANGA UMED ALI HIGH SCHOOL,129124
4513,Thakurgaon,Thakurgaon Sadar,NARGUN HIGH SCHOOL,129125
4514,Thakurgaon,Thakurgaon Sadar,R K ESTATE HIGH SCHOOL,129127
4515,Thakurgaon,Thakurgaon Sadar,DEBIPUR MOLANI HIGH SCHOOL,129129
4516,Thakurgaon,Thakurgaon Sadar,BHELAJAN HIGH SCHOOL,129132
4517,Thakurgaon,Thakurgaon Sadar,PURATAN THAKURGAON GIRLS HIGH SCHOOL,129133
4518,Thakurgaon,Thakurgaon Sadar,PANTHA PARA HIGH SCHOOL,129142
4519,Thakurgaon,Thakurgaon Sadar,DEHON HIGH SCHOOL,129143
4520,Thakurgaon,Thakurgaon Sadar,THAKURGOAN IDEAL HIGH SCHOOL,129146
4521,Thakurgaon,Thakurgaon Sadar,BALUCHOR HIGH SCHOOL,129150
4522,Thakurgaon,Thakurgaon Sadar,BALAPARA GIRLS HIGH SCHOOL,129153
4523,Thakurgaon,Thakurgaon Sadar,BARADESWARI HAT ADARSHA HIGH SCHOOL,129155
4524,Thakurgaon,Thakurgaon Sadar,GOAL PARA HIGH SCHOOL,129157
4525,Thakurgaon,Thakurgaon Sadar,MATHURAPUR ADARSHA HIGH SCHOOL,129165
4526,Thakurgaon,Thakurgaon Sadar,GILABARI ADARSHA HIGH SCHOOL,129168
4527,Thakurgaon,Thakurgaon Sadar,BOGULA DANGI HIGH SCHOOL,129169
4528,Thakurgaon,Thakurgaon Sadar,AMANTULLAH ISLAMI ACADEMY,129171
4529,Thakurgaon,Thakurgaon Sadar,KHALEDA ZIA GIRLS HIGH SCHOOL,129173
4530,Thakurgaon,Thakurgaon Sadar,GAREYA GIRLS HIGH SCHOOL,129181
4531,Thakurgaon,Thakurgaon Sadar,PURBO ARAZI CHANDIPUR HIGH SCHOOL,129184
4532,Thakurgaon,Thakurgaon Sadar,PASCHIM BANSHGARA HIGH SCHOOL,129186
4533,Thakurgaon,Thakurgaon Sadar,FELENPUR RENESA HIGH SCHOOL,129189
4534,Thakurgaon,Thakurgaon Sadar,MELONPUR HIGH SCHOOL,129197
4535,Thakurgaon,Thakurgaon Sadar,LAXMIR HAT JUNIOR GIRLS HIGH SCHOOL,129198
4536,Thakurgaon,Thakurgaon Sadar,CHILARANG ADARSHA HIGH SCHOOL,129216
4537,Thakurgaon,Thakurgaon Sadar,SALANDAR ISLAMIA ALIA MADRASHA,129246
4538,Thakurgaon,Thakurgaon Sadar,BHELAJAN ANSARIA FAZIL MADRASHA,129250
4539,Thakurgaon,Thakurgaon Sadar,JHARGAON RAHMANIA D MADRASHA,129251
4540,Thakurgaon,Thakurgaon Sadar,BASHGARA SIRAJUL HUDA D MAD,129261
4541,Thakurgaon,Thakurgaon Sadar,PURATAN THAKURGAON DAKHIL MAD,129263
4542,Habiganj,Ajmiriganj,MIADHAN MIA SECONDARY GIRLS HIGH SCHOOL,129317
4543,Habiganj,Ajmiriganj,JALSUKHA K G P HIGH SCHOOL,129318
4544,Habiganj,Ajmiriganj,SHIBPASHA HIGH SCHOOL,129322
4545,Habiganj,Ajmiriganj,PASCHIM BHAG HIGH SCHOOL,129323
4546,Habiganj,Ajmiriganj,MOMCHAN BHUIYA ADARSHA DHAKIL MADRASAH,129324
4547,Habiganj,Bahubal,PUTIJURI SC HIGH SCHOOL,129326
4548,Habiganj,Bahubal,FATEHPU ADARSHA HIGH SCHOOL,129329
4549,Habiganj,Bahubal,MIRPUR GIRLS HIGH SCHOOL,129334
4550,Habiganj,Bahubal,HAFIZPUR MOHILA DAKHIL MADRASHA,129337
4551,Habiganj,Bahubal,DIGAMBAR SIDDIKIYA CHUNNIYA MADRASH,129339
4552,Habiganj,Baniachong,BANIYACHONG ADARSHA HIGH SCHOOL,129344
4553,Habiganj,Baniachong,HANIF KHAN HIGH SCHOOL,129350
4554,Habiganj,Baniachong,KADIR GANJ HIGH SCHOOL,129353
4555,Habiganj,Baniachong,DR ILIAS ACADEMY,129357
4556,Habiganj,Baniachong,AKATA HIGH SCHOOL,129359
4557,Habiganj,Baniachong,RANTA HIGH SGHOOL,129360
4558,Habiganj,Baniachong,MEDHABIKASH HIGH SCHOOL,129364
4559,Habiganj,Baniachong,BSD GIRLS ALIM MADRASASH,129366
4560,Habiganj,Chunarughat,SHATIAJURI HIGH SCHOOL,129377
4561,Habiganj,Chunarughat,CHUNARUGHAT PILOT GIRLS HIGH SCHOOL,129378
4562,Habiganj,Chunarughat,EKDALA HIGH SCHOOL,129382
4563,Habiganj,Chunarughat,ADARSHA HIGH SCHOOL SREEKUTA,129383
4564,Habiganj,Chunarughat,ALHAZ MUZAFFOR UDDIN JUNIOR HIGH SCHOOL,129385
4565,Habiganj,Chunarughat,SABIHA CHOWDHURY HIGH SCHOOL,129386
4566,Habiganj,Chunarughat,SUBEH SADEK HIGH SCHOOL,129390
4567,Habiganj,Chunarughat,HAJI JOBEDA KHATUN SUNNIA DAKHIL MADRASAH,129395
4568,Habiganj,Chunarughat,CHALITAR ABDA AFSAR TALUKDAR MOHILA DAKHIL MADRASAH,129397
4569,Habiganj,Chunarughat,UBAHATA QUDROTIA DAKHIL MADRASAH,129398
4570,Habiganj,Chunarughat,GAUGAURA DAKHIL MADRASAH,129403
4571,Habiganj,Chunarughat,GAZIPUR RAYHANIA SUNNIA DAKHIL MADRASHA,129404
4572,Habiganj,Chunarughat,ADAMPUR GAUSIA SUNNIA DAKHIL MADRASAH,129405
4573,Habiganj,Chunarughat,UBAHATA AZIZIA MOHILA DAKHIL MADRASAH,129410
4574,Habiganj,Chunarughat,GAZIPUR HIGH SCHOOL AND COLLEGE,129413
4575,Habiganj,Habiganj Sadar,SHAISTAGANJ GIRLS HIGH SCHOOL,129420
4576,Habiganj,Habiganj Sadar,SHAISTAGANJ HIGH SCHOOL,129421
4577,Habiganj,Habiganj Sadar,ASHERA HIGH SCHOOL,129423
4578,Habiganj,Habiganj Sadar,UCHAIL ADARSHA HIGH SCHOOL,129426
4579,Habiganj,Habiganj Sadar,NURPUR ADARSHA HIGH SCHOOL,129428
4580,Habiganj,Habiganj Sadar,RICHI HIGH SCHOOL,129430
4581,Habiganj,Habiganj Sadar,TARAP HIGH SCHOOL,129437
4582,Habiganj,Habiganj Sadar,SHAISTAGONJ KAMIL MADRASAH,129442
4583,Habiganj,Habiganj Sadar,NOOREMOHAMMADIA SM SUNNIA ALIA MADRASAH,129445
4584,Habiganj,Lakhai,LAKHAI ACRC PAILOT HIGH SCHOOL,129451
4585,Habiganj,Lakhai,RARISHAL KARAB HIGH SCHOOL,129452
4586,Habiganj,Lakhai,MORAKORI HIGH SCHOOL AND COLLEGE,129454
4587,Habiganj,Lakhai,KALAUK HIGH SCHOOL,129457
4588,Habiganj,Lakhai,BHABANIPUR HIGH SCHOOL AND COLLEGE,129458
4589,Habiganj,Lakhai,BULLA SINGHOGRAM GIRLS HIGH SCHOOL,129459
4590,Habiganj,Lakhai,KARAB RAHMANIA DAKHIL MADRASHA,129460
4591,Habiganj,Lakhai,JIRUNDA MANPUR TOFAILIA FAZIL MADRASAH,129461
4592,Habiganj,Madhabpur,PREMAMOIE BALIKA HIGH SCHOOL,129464
4593,Habiganj,Madhabpur,MADHABPUR PAILOT HIGH SCHOOL,129466
4594,Habiganj,Madhabpur,ADAOIR LOKNATH HIGH SCHOOL,129469
4595,Habiganj,Madhabpur,CHHATIAIN BISHWANATH HIGH SCHOOL,129470
4596,Habiganj,Madhabpur,JAGADISHPUR J C HIGH SCHOOL,129471
4597,Habiganj,Madhabpur,ANDIURA UMMETUNNESA HIGH SCHOOL,129472
4598,Habiganj,Madhabpur,KALIKAPUR HIGH SCHOOL,129473
4599,Habiganj,Madhabpur,APARUPA SECONDARY GIRLS SCHOOL,129484
4600,Habiganj,Madhabpur,SHALEH ABAD M DHAKIL MADRASHA,129488
4601,Habiganj,Madhabpur,MADHABPUR DARGHABARI POURA DAKHIL MADRASHA,129491
4602,Habiganj,Nabiganj,INATHGANJ HIGH SCHOOL,129503
4603,Habiganj,Nabiganj,NADAMPUR HIGH SCHOOL,129506
4604,Habiganj,Nabiganj,KAZIGANJ BAZAR DAKHIL MADRASAH,129515
4605,Habiganj,Nabiganj,RAKIB RABEYA SCHOOL AND COLLEGE,129527
4606,Maulvibazar,Borolekha,ITAURI HAZI YOUNUOS MIHA MEMORIAL HIGH SCHOOL,129528
4607,Maulvibazar,Borolekha,DHAKHINBHAG NCM HIGH SCHOOL,129529
4608,Maulvibazar,Borolekha,DASHER BAZAR HIGH SCHOOL,129530
4609,Maulvibazar,Borolekha,SIDDIK ALI HIGH SCHOOL,129531
4610,Maulvibazar,Juri,NIROD BIHARI HIGH SCHOOL,129532
4611,Maulvibazar,Juri,CHOTO DAMAI HIGH SCHOOL,129540
4612,Maulvibazar,Borolekha,UNITIDED HIGH SCHOOL,129541
4613,Maulvibazar,Borolekha,TEKAHALI HIGH SCHOOL,129547
4614,Maulvibazar,Borolekha,KALAJURA HAZI APTAB MIHA MEMORIAL HIGH SCHOOL,129550
4615,Maulvibazar,Borolekha,ITAURI MOHILA ALIM MADRASHA,129566
4616,Maulvibazar,Kamalganj,TETAIGOAN RASHID UDDIN HIGH SCHOOL,129584
4617,Maulvibazar,Kamalganj,MA WAHAB HIGH SCHOOL,129591
4618,Maulvibazar,Kamalganj,ISLAMPUR PADMA MEMORIAL PUBLIC HIGH SCHOOL,129600
4619,Maulvibazar,Juri,MOKTODIR GIRLS HIGH SCHOOL,129618
4620,Maulvibazar,Juri,JAIFORNAGOR HIGH SCHOOL,129639
4621,Maulvibazar,Juri,NOYAGRAM SHIMULTALA DAKHIL MADRASHA,129672
4622,Maulvibazar,Maulvibazar Sadar,SADHU HATI ABDUL BARI HIGH,129691
4623,Maulvibazar,Maulvibazar Sadar,THE FLOWERS KG AND HIGH SCHOOL,129694
4624,Maulvibazar,Maulvibazar Sadar,AZMONI BOHUMUKI HIGH SCHOOL,129699
4625,Maulvibazar,Maulvibazar Sadar,WAHID SIDDIKE HIGH SCHOOL,129707
4626,Maulvibazar,Maulvibazar Sadar,MOULVIBAZAR TOWN KAMIL MADRASAH,129718
4627,Maulvibazar,Maulvibazar Sadar,KHALISHPUR RAHMANIA SENIOR ALIM MADRASAH,129721
4628,Maulvibazar,Maulvibazar Sadar,NOY MOJA BARONTIDAKHIL MADRASAH,129722
4629,Maulvibazar,Maulvibazar Sadar,UTTAR MULAIM MOLLIK SORAI ALIM MADRASAH,129723
4630,Maulvibazar,Maulvibazar Sadar,BOROHAT ABU SHAH RH DAKHIL MADRASAH,129724
4631,Maulvibazar,Maulvibazar Sadar,ULUAIL MADRASHA,129725
4632,Maulvibazar,Maulvibazar Sadar,HAJI MD MUJAFFAR ISLAMI DAKHIL MADRASAH,129727
4633,Maulvibazar,Rajnagar,RAJNAGAR PORTEOUS MODEL HIGH SCHOOL,129734
4634,Maulvibazar,Rajnagar,MEHERUNNESSA GIRLS HIGH SCHOOL,129735
4635,Maulvibazar,Rajnagar,RAJNAGAR IDEAL HIGH SCHOOL,129736
4636,Maulvibazar,Rajnagar,BIMALACHARAN BAHUMUKHI UCCHO BIDDYALOY,129740
4637,Maulvibazar,Rajnagar,KADAMHATA HIGH SCHOOL KADAMHATA,129741
4638,Maulvibazar,Rajnagar,HAZI SALAMAT SMRITI HIGH SCHOOL,129742
4639,Maulvibazar,Rajnagar,PANCHGAON HIGH SCHOOL,129744
4640,Maulvibazar,Rajnagar,ALHAJ ABDUL MOKTADIR ACADEMY,129750
4641,Maulvibazar,Rajnagar,R D S SENIOR FAZIL MADRASHA,129751
4642,Maulvibazar,Rajnagar,MOSHORIA EMDADIA ALIM MADRASAH,129752
4643,Maulvibazar,Sreemangal,BEGUM RASULJAN ABDUL BARI HIGH SCHOOL,129759
4644,Maulvibazar,Sreemangal,VICTORIA HIGH SCHOOL SREEMANGAL,129760
4645,Maulvibazar,Sreemangal,ASID ULLA HIGH SCHOOL SATGAON,129763
4646,Maulvibazar,Sreemangal,RAYNER JUNIOR HIGH SCHOOL,129768
4647,Maulvibazar,Sreemangal,MONAI ULLAH ADARSHA HIGH SCHOOL,129771
4648,Maulvibazar,Sreemangal,SATGAON HIGH SCHOOL,129772
4649,Maulvibazar,Sreemangal,MOHAJARABAD HIGH SCHOOL,129773
4650,Maulvibazar,Sreemangal,KAKIABAZAR HIGH SCHOOL,129774
4651,Maulvibazar,Sreemangal,ABDUL WAHAB HIGH SCHOOL,129775
4652,Maulvibazar,Sreemangal,SATGAON SAMADIA ALIM MADRASAH,129780
4653,Sunamganj,Bishwambarpur,PALASH HIGH SCHOOL,129789
4654,Sunamganj,Bishwambarpur,ROTARGAON HIGH SCHOOL AND COLLEGE,129790
4655,Sunamganj,Bishwambarpur,DHANPUR ASMOT ALI PUBLIC HIGH SCHOOL,129791
4656,Sunamganj,Bishwambarpur,HAZI MAZID ULLAH PUBLIC HIGH SCHOOL,129792
4657,Sunamganj,Bishwambarpur,KATAKHALI PUBLIC HIGH SCHOOL,129793
4658,Sunamganj,Bishwambarpur,SHAKTHIYARKOLA HIGH SCHOOL,129795
4659,Sunamganj,Bishwambarpur,MERUYAKHOLA MOMINIA FAZIL MADRASHA,129798
4660,Sunamganj,Bishwambarpur,KAPNA JALALIA DHAKIL MADRASHA,129799
4661,Sunamganj,Bishwambarpur,DIGIRPAR DHAKIL MADRASHA,129800
4662,Sunamganj,Chhatak,GOBINDAGONJ BOHUMUKHI UCCHYA BIDYALOY,129807
4663,Sunamganj,Chhatak,NATUN BAZAR MULTILATERAL HIGH SCHOOL,129818
4664,Sunamganj,Chhatak,PAIGAON HIGH SCHOOL,129819
4665,Sunamganj,Chhatak,PALPUR JALALIA ALIM MADRASAH,129848
4666,Sunamganj,Derai,MATHER GOWN MUHAMMODIA HIGH SCHOOL,129860
4667,Sunamganj,Derai,FAKIR MUHAMMAD ADARSHA HIGH SCHOOL,129861
4668,Sunamganj,Derai,DHAL PUBLIC HIGH SCHOOL,129870
4669,Sunamganj,Derai,HAZI MAHMUD MIAH IS DAKHIL MADRASHA,129882
4670,Sunamganj,Dharampasha,BONGSHIKUNDA MOMIN HIGH SCHOOL,129891
4671,Sunamganj,Dharampasha,DHARMAPASHA GRILS HIGH SCHOOL,129895
4672,Sunamganj,Dharampasha,GACHLOLA HIGH SCHOOL,129896
4673,Sunamganj,Dharampasha,BHOLAGONJ SARBAJANIN HIGH SCHOOL,129898
4674,Sunamganj,Dharampasha,CHAMORDANI HIGH SCHOOL,129899
4675,Sunamganj,Dharampasha,BADSHAGONJ PUBLIC GRILS HIGH SCHOOL,129900
4676,Sunamganj,Dharampasha,MOHISHKHALA DAKHIL MADRASHA,129905
4677,Sunamganj,Dharampasha,JAMEYA HATEMIA DAKHIL MADRASHA,129907
4678,Sunamganj,Jagannathpur,MIRPUR PUBLIC HIGH SCHOOL,129935
4679,Sunamganj,Jagannathpur,SYEDPUR PILOT HIGH SCHOOL,129944
4680,Sunamganj,Jagannathpur,EKORCHHOI JAMEYA ISLAIMA SE ALIM MADRASAH,129963
4681,Sunamganj,Jamalganj,BHIMKHALI HIGH SCHOOL,129982
4682,Sunamganj,Jamalganj,ALAUDDIN MEMORIAL HIGH SCHOOL,129983
4683,Sunamganj,Jamalganj,NABIN CHANDRA HIGH SCHOOL,129984
4684,Sunamganj,Jamalganj,JAMALGONJ GIRLS HIGH SCHOOL,129985
4685,Sunamganj,Jamalganj,SACHNA BAZAR HIGH SCHOOL,129986
4686,Sunamganj,Jamalganj,BEHELI HIGH SCHOOL,129987
4687,Sunamganj,Jamalganj,HAZI ASIR UDDIN HIGH SCHOOL,129988
4688,Sunamganj,Jamalganj,ABDUL MUKIT HIGH SCHOOL,129989
4689,Sunamganj,Jamalganj,SUKDEBPUR DHAKIL MADRASHA,129990
4690,Sunamganj,Jamalganj,LAKSHMIPUR T D MADRASHA,129991
4691,Sunamganj,Jamalganj,NOWAGAON AI ALIM MADRASHA,129992
4692,Sunamganj,Jamalganj,K N DAKHIL MADRASHA,129993
4693,Sunamganj,Jamalganj,LAKSHMIPUR TAYDUL ISLAM RAHMANIA DAKHIL MADRASAH,129994
4694,Sunamganj,Sulla,SHAHID ALI MODEL HIGH SCHOOL,130001
4695,Sunamganj,Sulla,ACHLAM UDDIN PUBLIC HIGH SCHOOL,130005
4696,Sunamganj,Sulla,CHAKUA JUNIOR HIGH SCHOOL,130006
4697,Sunamganj,Sulla,DAMPUR ATPARA DAKHIL MADRASA,130008
4698,Sunamganj,Sulla,SULLA HASIMIA ISLAMIA DAKHIL MADRASA,130009
4699,Sunamganj,Dakshin Sunamganj,JOYSHIDDY BOSHIAKAWRY BORMUHA JBB HIGH SCHOOL,130014
4700,Sunamganj,Sunamganj Sadar,BIRGAON EMDADUL HUQ HIGH SCHOOL,130017
4701,Sunamganj,Dakshin Sunamganj,PANCHAGRAM HIGH SCHOOL,130018
4702,Sunamganj,Sunamganj Sadar,DUNGRIA HIGH SCHOOL,130021
4703,Sunamganj,Sunamganj Sadar,LOBJAN CHOWDHURY GIRLS HIGH SCHOOL,130022
4704,Sunamganj,Sunamganj Sadar,HAZI MOQBUL PURKAYSTA HIGH SCHOOL,130025
4705,Sunamganj,Sunamganj Sadar,CHARMAHALLA HIGH SCHOOL,130029
4706,Sunamganj,Sunamganj Sadar,RANGARCHAR HORINAPATI HIGH SCHOOL,130030
4707,Sunamganj,Sunamganj Sadar,KRISNANAGAR HOSENIA HIGH SCHOOL,130031
4708,Sunamganj,Sunamganj Sadar,PURBA PAGLA HIGH SCHOOL,130040
4709,Sunamganj,Sunamganj Sadar,NOAKHALI SAPTOGRAM HIGH SCHOOL,130041
4710,Sunamganj,Sunamganj Sadar,MONGALKATA HIGH SCHOOL,130042
4711,Sunamganj,Sunamganj Sadar,ABDUR RASHID HIGH SCHOOL,130056
4712,Sunamganj,Tahirpur,JONOTA HIGH SCHOOL,130057
4713,Sunamganj,Tahirpur,CHANPUR HIGH SCHOOL,130058
4714,Sunamganj,Tahirpur,HAZI M A JAHER HGH SCHOOL,130059
4715,Sunamganj,Tahirpur,BADGHAT PUBLIC HIGH SCHOOL BADAGHAT BAZAR,130061
4716,Sunamganj,Tahirpur,TAHIRPUR GIRLS HIGH SCHOOL AND COLLEGE,130065
4717,Sunamganj,Tahirpur,ADARSHA HIGH SCHOOL,130066
4718,Sunamganj,Tahirpur,MOAJAAZ PUR HIGH SCHOOL,130067
4719,Sunamganj,Tahirpur,KAWKANDI HIGH SCHOOL,130068
4720,Sunamganj,Tahirpur,ANWARPUR HIGH SCHOOL,130069
4721,Sunamganj,Tahirpur,BARDAL HIGH SCHOOL,130070
4722,Sunamganj,Tahirpur,ALHAZ JOYNAL ABEDIN GIRLS HIGH SCHOOL,130072
4723,Sunamganj,Tahirpur,BALIJURI HA ULUM ALIM SENIOR MADRASHA,130073
4724,Sunamganj,Tahirpur,TAHIRPUR HIFJUL ULUM ALIM MADRASH,130074
4725,Sunamganj,Tahirpur,BADAGHAT R AWAMI DAKHI MADRASH,130075
4726,Sunamganj,Tahirpur,KOLAGAWN JAMEYA ISLAMIA DAKHIL MADRASH,130076
4727,Sylhet,Balaganj,BOALJUR BAZAR HIGH SCHOOL,130084
4728,SYLHET,OSMANINAGAR,KA JANATA HIGH SCHOOL,130095
4729,Sylhet,Balaganj,CHANDAIRPARA HIGH SCHOOL,130096
4730,Sylhet,Balaganj,GALIMPUR HURUNNESA KHANAM HIGH SCHOOL,130102
4731,Sylhet,Balaganj,AZIZPUR HIGH SCHOOL,130103
4732,SYLHET,OSMANINAGAR,CHATOLPAR JAMIA ISLAMIA DAKHIL MADRASAH,130122
4733,Sylhet,Beani Bazar,DASURA HIGH SCHOOLTUTION,130141
4734,Sylhet,Bishwanath,DASHGHAR NIZAMUL ULUM HIGH SCHOOL,130181
4735,Sylhet,Bishwanath,JAMIR AHMED B HIGH SCHOOL,130183
4736,Sylhet,Bishwanath,HAJI YASIN ULLAH BETSANDI HIGH SCHOOL,130191
4737,Sylhet,Bishwanath,ASHUGONJ ADARSHA HIGH SCHOOL,130193
4738,Sylhet,Bishwanath,SHAHPIN HIGH SCHOOL,130197
4739,Sylhet,Bishwanath,DAKKHIN BISHWANATH GIRLS HIGH SCHOOL AND COLLEGE,130198
4740,Sylhet,Bishwanath,SINGERKACH ALIM MADRASAH,130204
4741,Sylhet,Bishwanath,SOHIFAGONJ SD MADRASAH,130207
4742,Sylhet,Bishwanath,DASPAIKA AMWARUL ULUM MADRASHA,130208
4743,Sylhet,Companiganj,CHANBARI HIGH SCHOOL,130222
4744,Sylhet,Companiganj,TELIKHAL HIGH SCHOOL,130228
4745,Sylhet,Companiganj,PURNACHOGUM HIGH SCHOOL,130231
4746,Sylhet,Companiganj,KHATALBARI CHOWMUHANI BAZAR ALIM MADRASHA,130234
4747,Sylhet,Fenchuganj,DANARAM HIGH SCHOOL,130245
4748,Sylhet,Fenchuganj,JOMIRUNNESSA ACADEMY,130248
4749,Sylhet,Fenchuganj,MAHMUD US SAMAD FARZANA CHOWDHURY GIRLS SCHOOL AND COLLEGE,130249
4750,Sylhet,Fenchuganj,FENCHUGONJ MOHAMMADIA MADRASAH,130251
4751,Sylhet,Fenchuganj,MANIK KONA DARUL QUERAT SUNNIA DAKHIL MADRASAH,130254
4752,Sylhet,Fenchuganj,AL AMIN JAMEYA ISLAMIA DHAKIL MADRASHA,130255
4753,Sylhet,Fenchuganj,MOSHAHID ALI GIRLS DAKHIL MADRASHAH,130256
4754,Sylhet,Gowainghat,TOWAKUL BAZAR HIGH SCHOOL,130308
4755,Sylhet,Gowainghat,PEYAINGUL KALIM ULLAH HIGH SCHOOL,130313
4756,Sylhet,Gowainghat,HAJI MODORIS ALI HIGH SCHOOL,130315
4757,Sylhet,Gowainghat,MANSUR MAHSIN DOWBARI HIGH SCHOOL,130317
4758,Sylhet,Gowainghat,PASCHIM JAFLONG HIGH SCHOOL,130318
4759,Sylhet,Gowainghat,SONAR BNAGLA HIGH SCHOOL,130321
4760,Sylhet,Gowainghat,BIRMONGAL HIGH SCHOOL,130322
4761,Sylhet,Gowainghat,HAZI SHOHARAB ALI HIGH SCHOOL AND COLLEGE,130323
4762,Sylhet,Gowainghat,KUPAR BAZAR HIGH SCHOOL,130324
4763,Sylhet,Gowainghat,SUNARHAT HIGH SCHOOL,130326
4764,Sylhet,Gowainghat,BARHAL FAZILDEGREE MADRASAH,130331
4765,Sylhet,Gowainghat,PASCHIM ADARSHO DAKIL MADARASA,130333
4766,Sylhet,Jaintiapur,HARIPUR ML HIGH SCHOOL,130338
4767,Sylhet,Jaintiapur,SARIGHAT HIGH SCHOOL,130341
4768,Sylhet,Jaintiapur,JAINTIAPUR GIRLS HIGH SCHOOL,130342
4769,Sylhet,Jaintiapur,CHIKNAGOOL ADORSHO HIGH SCHOOL,130343
4770,Sylhet,Jaintiapur,KAJAR MUKAM HIGH SCHOOL,130346
4771,Sylhet,Jaintiapur,BAURBHAG HIGH SCHOOL,130348
4772,Sylhet,Jaintiapur,JAINTA DARUS SUNNAH ISLAMIA DAKHIL MADRASAH,130351
4773,Sylhet,Jaintiapur,CHARIKATA DARUL ISLAM DAKHIL MADRASA,130352
4774,Sylhet,Jaintiapur,SENGRAM MOHAMMODEYA SALAFIA DAKHIL MADRASA,130353
4775,Sylhet,Kanaighat,BIRDAL NM ACADEMY,130358
4776,Sylhet,Kanaighat,SOREKER BAZAR HIGH SCHOOL,130363
4777,Sylhet,Kanaighat,MANIKGONJ HIGH SCHOOL,130365
4778,Sylhet,Kanaighat,RAMIJA GRILS HIGH SCHOOL,130368
4779,Sylhet,Kanaighat,BORODESH HIGH SCHOOL,130369
4780,Sylhet,Kanaighat,JULAI ADORSO HIGH SCHOOL,130370
4781,Sylhet,Kanaighat,SURAIGHAT HIGH SCHOOL,130372
4782,Sylhet,Kanaighat,MULAGUL HIGH SCHOOL,130374
4783,Sylhet,Kanaighat,KANAIGHAT MONSURIA KAMIL MADRASAH,130381
4784,Sylhet,Kanaighat,LAMAJHINGABARI DHAKIL MADRASAH,130383
4785,Sylhet,Kanaighat,JAMEA ISLAMIA YOUSUFIA DHAKIL MADRASAH,130386
4786,Sylhet,Zakiganj,BAROHAL EAHIA HIGH SCHOOL,130505
4787,Sylhet,Zakiganj,GONIPUR KAMALGONJ HIGH SCHOOL,130506
4788,Sylhet,Zakiganj,ISAMOTI HIGH SCHOOL,130507
4789,Sylhet,Zakiganj,EIDGAH BAZAR HIGH SCHOOL,130512
4790,Sylhet,Zakiganj,MOULOVI SAIR ALI HIGH SCHOOL,130518
4791,BARISHAL,Hizla,BAROLAXMIPUR MEMANIA SECONDARY SCHOOL SESIP,130563
