id,eiin,teachers_count_total,teachers_count_female,staff_count_total,staff_count_female,trained_teachers,total_students,total_female_students,has_six_grade,total_seats_six,total_students_six,female_students_six,has_seven_grade,total_seats_seven,total_students_seven,female_students_seven,has_eight_grade,total_seats_eight,total_students_eight,female_students_eight,has_nine_grade,total_seats_nine,total_students_nine,female_students_nine,has_ten_grade,total_seats_ten,total_students_ten,female_students_ten,has_eleven_grade,total_seats_eleven,total_students_eleven,female_students_eleven,has_twelve_grade,total_seats_twelve,total_students_twelve,female_students_twelve,technical_teacher_count_total,technical_teacher_count_female,technical_staff_count_total,technical_staff_count_female,technical_trained_teachers,technical_ict_teachers,technical_total_male_students,technical_total_female_students,technical_total_seats,technical_total_students,total_seats_part_1,total_students_part_1,female_students_part1,total_seats_part_2,total_students_part_2,female_students_part2,total_seats_part_3,total_students_part_3,female_students_part3,total_seats_part_4,total_students_part_4,female_students_part4,total_seats_part_5,total_students_part_5,female_students_part5,total_seats_part_6,total_students_part_6,female_students_part6,total_seats_part_7,total_students_part_7,female_students_part7,total_seats_part_8,total_students_part_8,female_students_part8,female_students_part_1,female_students_part_2,female_students_part_3,female_students_part_4,female_students_part_5,female_students_part_6,female_students_part_7,female_students_part_8
29592,124385,13,3,5,1,11,222,73,true,55,49,14,true,55,53,23,true,55,50,23,true,55,36,5,true,55,34,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29593,306860161,12,8,3,1,0,42,24,true,30,10,6,true,30,15,8,true,40,17,10,true,0,0,0,true,0,0,0,true,0,0,0,true,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29594,109559,12,1,5,0,12,246,127,true,60,50,28,true,60,60,30,true,60,48,21,true,60,48,28,true,60,40,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29595,116070,17,4,5,1,9,242,132,true,80,60,35,true,70,55,31,true,60,40,22,true,60,54,29,true,60,33,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29596,125035,17,5,4,1,1,193,91,true,70,65,30,true,70,40,25,true,60,25,9,true,50,35,14,true,50,28,13,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29597,107866004,3,0,0,0,0,21,0,true,40,10,0,true,40,6,0,true,40,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29598,117728,36,8,13,3,3,441,441,,,,,,,,,,,,,,,,,,,,,true,275,239,239,true,275,202,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29599,559494016,11,5,2,2,0,178,54,true,55,35,13,true,55,31,12,true,55,39,5,true,55,34,13,true,55,39,11,false,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29600,118806,17,6,2,1,16,317,317,true,100,79,79,true,100,75,75,true,100,65,65,true,60,48,48,true,60,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29601,106767,26,8,10,2,5,1933,969,,,,,,,,,,,,,,,,,,,,,true,1150,966,486,true,1150,967,483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29602,128338,17,3,2,0,7,296,183,true,110,78,49,true,60,47,34,true,70,65,36,true,75,46,27,true,40,24,12,true,35,14,9,true,45,22,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29603,392d3322-732a-44fc-8b2d-987f169a3bd2,12,8,3,2,0,15,10,true,20,5,3,true,20,5,2,true,20,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29604,136274,18,5,4,1,1,220,93,true,60,50,20,true,62,51,25,true,65,54,24,true,45,36,16,true,42,29,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29605,115650,14,5,6,1,10,342,225,true,100,60,34,true,100,97,68,true,100,85,59,true,100,45,33,true,100,55,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29606,100474,11,3,5,2,11,330,165,true,69,69,33,true,76,76,34,true,65,65,36,true,60,60,32,true,60,60,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29607,100261,10,2,2,0,6,178,88,true,60,35,17,true,60,34,21,true,60,36,15,true,60,41,18,true,60,32,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29608,116988,18,5,2,0,17,559,218,true,200,116,57,true,200,139,42,true,200,107,48,true,200,115,36,true,200,82,35,false,,,,false,,,,18,5,3,0,2,0,,14,40,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29609,115716,15,3,5,1,2,47,47,,,,,,,,,,,,,,,,,,,,,true,200,20,20,true,200,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29610,c490a803-fcd9-482c-8a7f-3028b0e516ef,14,9,2,1,0,20,5,true,20,7,2,true,20,7,2,true,20,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29611,552717016,12,6,2,1,0,61,48,true,30,20,15,true,30,20,15,true,30,16,13,true,25,5,5,true,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29612,115678,21,4,6,0,19,829,453,true,250,126,72,true,250,197,117,true,250,216,120,true,200,160,70,true,200,130,74,,,,,,,,,0,0,2,1,0,0,,8,80,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29613,303330077,14,10,1,1,0,92,40,true,25,20,11,true,25,15,9,true,25,19,7,true,25,23,5,true,25,15,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29614,109412,14,4,5,1,10,109,109,true,60,19,19,true,60,30,30,true,60,19,19,true,60,22,22,true,60,19,19,false,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29615,201933009,10,3,1,1,1,90,0,true,55,35,0,true,55,30,0,true,55,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29616,115422,16,4,5,1,10,303,303,true,79,79,79,true,70,70,70,true,71,71,71,true,57,57,57,true,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29617,135675,17,14,4,2,13,233,137,true,60,49,25,true,70,66,36,true,60,41,26,true,60,34,21,true,60,43,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29618,115712,25,1,11,2,1,818,375,,,,,,,,,,,,,,,,,,,,,true,530,428,208,true,530,390,167,9,3,2,0,0,1,,39,400,261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29619,404730016,12,0,2,2,0,8,0,true,100,5,0,true,100,3,0,false,100,,,false,,,,false,,,,false,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29620,137908,19,16,0,0,9,312,177,true,200,120,65,true,200,105,60,true,200,87,52,false,,,,false,,,,false,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29621,2ab711aa-2044-48b1-9627-dbb09cc063f7,11,1,1,0,0,114,55,true,0,25,7,true,0,23,12,true,0,21,11,true,0,25,15,true,0,20,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29622,303330012,16,8,1,1,0,168,72,true,50,40,17,true,50,40,18,true,50,45,22,true,50,29,9,true,50,14,6,false,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29623,130007,8,0,6,2,8,226,126,true,60,60,35,true,60,53,26,true,60,46,21,true,60,46,31,true,60,21,13,false,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29624,129976,13,1,5,1,3,277,131,true,110,60,23,true,110,63,34,true,110,66,25,true,110,57,35,true,110,31,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29625,104446,10,3,4,0,6,305,264,true,110,96,81,true,120,62,50,true,130,67,61,true,135,56,52,true,135,24,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29626,110768,11,1,5,2,4,135,70,true,45,21,12,true,45,26,12,true,45,28,15,true,45,35,16,true,45,25,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29627,116288,14,2,5,1,3,157,157,true,30,15,15,true,30,29,29,true,35,23,23,true,35,20,20,true,35,22,22,true,35,26,26,true,35,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29628,201940021,11,6,1,1,0,69,32,true,30,20,9,true,30,24,11,true,30,25,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29629,126063,13,5,5,2,9,144,61,true,55,30,9,true,55,28,18,true,55,28,10,true,55,29,13,true,55,29,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29630,101754,13,2,4,1,4,129,35,true,30,21,8,true,36,30,8,true,30,26,8,true,30,25,6,true,3,27,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29631,603644019,19,7,1,1,0,122,58,true,100,26,12,true,70,30,15,true,60,19,8,true,60,24,11,true,50,23,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29632,137259,9,1,1,0,1,155,99,true,120,59,26,true,120,54,42,true,120,42,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29633,126432,30,4,13,0,0,258,100,,,,,,,,,,,,,,,,,,,,,true,0,83,35,true,0,175,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29634,7cea4145-fcef-46a3-8991-cce54b715592,8,6,1,1,0,80,80,true,15,9,9,true,15,7,7,true,15,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29635,4db0f91d-0266-4f01-82e1-21ba9f53ebb1,11,6,2,2,0,71,30,true,25,13,5,true,25,17,9,true,25,17,5,true,25,10,6,true,25,14,5,false,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29636,102097,15,3,5,1,4,180,72,true,60,30,12,true,60,27,14,true,60,34,15,true,60,42,12,true,60,47,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29637,139265,13,5,6,3,4,377,377,true,80,78,78,true,80,80,80,true,80,64,64,true,80,72,72,true,90,83,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29638,4e9ee001-0500-4253-bdbd-90c3ad105a4e,9,4,2,2,0,120,53,true,30,27,13,true,35,27,10,true,30,24,10,true,30,19,8,true,30,23,12,false,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29639,126269,4,1,3,1,0,125,125,true,60,45,45,true,55,40,40,true,50,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29640,501020007,22,14,14,4,20,94,35,true,50,38,16,true,50,30,11,true,50,26,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29641,115478,15,5,6,2,13,357,195,true,0,68,38,true,0,59,31,true,0,81,50,true,0,74,39,true,0,75,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29642,104204,45,14,15,2,12,1733,802,true,275,247,104,true,275,270,144,true,275,253,112,true,220,220,99,true,220,196,85,true,570,252,110,true,570,295,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29643,102979,14,3,5,1,7,153,102,true,25,25,21,true,32,32,20,true,37,37,26,true,32,32,19,true,27,27,16,false,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29644,554906041,7,0,8,1,0,19,0,true,40,7,0,true,40,5,0,true,50,7,0,false,,,,false,,,,false,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29645,900581,73,58,36,27,0,142,45,true,30,31,12,true,30,33,11,true,30,31,11,true,30,26,6,true,30,21,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29646,139793,13,4,8,1,0,149,52,,,,,,,,,,,,,,,,,,,,,true,450,71,28,true,450,78,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29647,102928,15,4,6,3,11,209,209,true,55,37,37,true,55,52,52,true,55,47,47,true,55,33,33,true,55,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29648,132726,11,4,8,2,2,173,31,,,,,,,,,,,,,true,75,75,16,true,98,98,15,,,,,,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29649,134021,42,15,8,5,9,515,276,true,150,125,53,true,150,125,77,true,150,100,48,true,150,100,56,true,150,65,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29650,75ed8ec4-2f47-446b-be98-49640866c83c,19,10,2,1,0,116,64,true,60,49,31,true,60,35,16,true,60,32,17,true,0,0,0,true,0,0,0,true,0,0,0,true,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29651,116272,10,2,4,1,8,175,110,true,60,40,25,true,60,41,32,true,60,29,15,true,60,37,19,true,60,28,19,false,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29652,302622028,5,3,0,0,0,7,3,true,50,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29653,127191,12,1,3,0,2,145,74,true,60,23,14,true,60,26,12,true,60,29,17,true,60,31,19,true,60,36,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29654,131498,15,4,3,0,2,93,40,true,40,29,12,true,40,22,14,true,40,17,5,true,40,15,7,true,40,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29655,124587,10,1,0,0,0,260,60,true,64,64,23,true,56,56,19,true,60,60,1,true,50,50,8,true,30,30,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29656,128410,13,3,7,1,8,501,250,true,165,120,55,true,165,121,57,true,165,115,60,true,110,68,31,true,110,77,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29657,f3c999f2-cc81-4f40-8fdd-cee8cfb74722,8,5,1,1,0,78,78,true,50,40,40,true,50,23,23,true,50,15,15,false,,,,false,,,,false,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29658,125985,12,2,6,2,11,346,156,true,100,90,47,true,80,51,25,true,80,74,26,true,80,49,19,true,80,82,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29659,132335,9,1,8,2,0,310,57,,,,,,,,,,,,,true,67,67,12,true,80,80,14,true,100,89,19,true,100,74,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29660,137705,7,1,3,1,2,223,87,true,105,80,31,true,105,70,28,true,105,73,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29661,517a8297-2b95-48c5-b487-1b66a6691457,7,5,0,0,0,130,130,true,20,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29662,404419009,12,4,2,1,0,35,22,true,35,35,22,false,,,,false,,,,false,,,,false,,,,false,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29663,108436,27,7,6,2,6,361,134,true,100,76,24,true,100,45,17,true,100,58,17,true,100,49,15,true,100,58,31,true,90,39,17,true,90,36,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29664,503858021,3,0,2,1,0,55,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29665,125980,15,6,3,1,7,651,255,true,120,117,40,true,120,131,56,true,120,157,62,true,120,133,57,true,120,113,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29666,106217,12,3,5,1,7,377,295,true,150,97,72,true,100,65,50,true,100,95,78,true,80,69,56,true,60,51,39,false,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29667,138223,15,7,6,1,1,378,134,,,,,,,,,,,,,,,,,,,,,true,430,220,85,true,430,158,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29668,201582030,15,5,2,1,0,150,105,true,80,35,25,true,80,37,28,true,75,30,20,true,70,25,17,true,70,23,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29669,105232,22,5,6,2,4,431,260,true,70,57,36,true,70,69,36,true,70,65,38,true,70,64,36,true,70,45,25,true,70,69,48,true,70,62,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29670,102626,11,4,5,1,11,204,204,true,46,46,46,true,29,29,29,true,39,39,39,true,60,60,60,true,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29671,104731,10,4,6,1,8,422,422,true,84,84,84,true,96,96,96,true,87,87,87,true,73,73,73,true,82,82,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29672,136979,10,6,8,1,0,465,104,true,0,0,0,true,0,0,0,true,0,0,0,true,0,0,0,true,0,0,0,true,370,189,12,true,400,276,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29673,123892,26,6,8,1,1,121,52,,,,,,,,,,,,,,,,,,,,,true,450,45,19,true,450,76,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29674,101105,6,1,5,2,0,150,78,,,,,,,,,,,,,,,,,,,,,true,150,76,36,true,150,74,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29675,101084,7,0,5,0,3,152,79,true,30,30,16,true,30,30,22,true,30,30,11,true,32,32,15,true,30,30,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29676,557790001,12,0,2,1,0,350,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29677,100546,18,3,6,2,3,224,118,true,50,35,18,true,50,30,18,true,50,41,25,true,50,31,13,true,50,30,13,true,50,32,18,true,50,25,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29678,134246,3,1,2,1,0,41,41,,,,,,,,,,,,,,,,,,,,,true,50,9,9,true,50,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29679,302650063,10,9,2,1,1,107,85,true,50,23,18,true,50,25,20,true,50,23,20,true,50,15,10,true,50,15,14,true,25,5,2,true,25,1,1,0,0,0,0,0,0,,17,50,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29680,405760003,8,0,2,0,0,21,0,true,5,5,0,true,5,5,0,true,5,5,0,true,6,6,0,false,,,,false,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29681,507672029,10,6,1,1,0,50,24,true,30,23,10,true,30,15,6,true,30,12,8,false,,,,false,,,,false,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29682,121872,13,4,6,1,4,116,47,true,50,20,8,true,55,25,11,true,55,26,7,true,55,25,8,true,50,20,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29683,7c14dd91-c662-48c1-baf6-8d319fb13429,7,5,1,1,0,27,24,true,10,10,9,true,10,10,8,true,12,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29684,302622048,22,15,1,1,0,275,160,true,90,80,45,true,80,75,40,true,60,40,25,true,60,45,30,true,40,35,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29685,559494034,13,3,0,0,0,186,82,true,55,40,19,true,55,33,14,true,55,42,23,true,55,40,15,true,55,31,11,false,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29686,131948,36,12,15,3,1,273,273,,,,,,,,,,,,,,,,,,,,,true,450,123,123,true,450,150,150,0,0,1,0,1,1,,40,80,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29687,113402,16,4,5,1,4,236,106,true,70,43,15,true,70,57,32,true,70,63,25,true,70,41,19,true,70,32,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29688,102156,15,3,5,2,4,103,103,true,55,25,25,true,55,23,23,true,55,18,18,true,55,15,15,true,55,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29689,139666,22,8,4,2,0,181,90,true,50,40,18,true,50,38,22,true,50,40,22,true,50,36,16,true,50,27,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29690,118851,14,2,6,1,11,371,226,true,100,82,46,true,100,79,56,true,100,87,62,true,100,69,32,true,100,54,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29691,104851,23,11,7,2,0,771,771,,,,,,,,,,,,,,,,,,,,,true,630,348,348,true,630,423,423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29692,207510030,2,0,10,0,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29693,609131022,18,12,3,2,0,77,39,true,35,33,17,true,35,21,11,true,35,23,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29694,111191,12,2,5,1,7,176,90,true,31,31,17,true,32,32,17,true,30,30,13,true,53,53,28,true,30,30,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29695,306768085,15,9,1,1,1,75,53,true,30,16,12,true,36,18,13,true,30,17,15,true,30,12,6,true,30,12,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29696,104589,37,9,20,4,1,834,503,,,,,,,,,,,,,,,,,,,,,true,800,331,210,true,800,503,293,7,1,0,0,0,0,,5,100,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29697,127424,13,2,4,1,10,304,180,true,35,55,42,true,35,52,33,true,35,70,38,true,35,58,30,true,35,69,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29698,457274096,8,0,1,1,2,48,0,true,20,9,0,true,30,12,0,true,20,7,0,true,20,9,0,true,15,7,0,true,20,4,0,true,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29699,126079,13,6,5,3,13,176,73,true,55,34,14,true,55,31,16,true,55,37,12,true,55,42,17,true,55,32,14,false,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29700,117266,13,2,6,1,11,168,79,true,50,47,29,true,50,28,15,true,50,33,13,true,50,31,10,true,50,29,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29701,106375,20,6,7,1,11,563,174,true,150,112,29,true,150,121,49,true,150,116,32,true,150,85,23,true,150,129,41,,,,,,,,,5,0,2,0,5,5,,39,200,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29702,103558,19,4,3,0,4,313,164,true,80,59,34,true,80,43,20,true,80,59,34,true,80,40,20,true,80,50,24,true,80,29,14,true,80,33,18,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29703,201345001,15,4,2,1,0,118,86,true,55,50,35,true,40,37,25,true,40,7,7,true,40,15,10,true,40,9,9,false,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29704,100443,39,5,140,5,0,300,0,false,,,,true,50,50,0,true,50,50,0,true,50,50,0,true,50,50,0,true,50,50,0,true,50,50,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29705,609162307,31,10,3,1,0,620,540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29706,309366008,18,13,1,1,0,100,59,true,25,20,12,true,25,27,18,true,25,18,10,true,25,20,10,true,25,15,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29707,108190,31,15,10,4,15,523,280,true,165,90,42,true,165,90,49,true,165,104,66,true,165,127,67,true,165,112,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29708,201207010,21,17,2,2,0,205,205,true,70,52,52,true,70,34,34,true,70,41,41,true,70,31,31,true,70,17,17,true,70,9,9,true,70,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29709,201557013,8,2,2,1,1,50,20,true,50,50,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29710,100625,11,3,5,1,7,318,168,true,55,52,32,true,55,79,42,true,55,73,36,true,55,53,29,true,55,61,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29711,129515,13,0,5,1,4,623,384,true,110,103,65,true,220,210,127,true,170,165,97,true,80,74,46,true,80,71,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29712,112400,22,13,11,3,0,707,226,false,,,,false,,,,false,,,,false,,,,false,,,,true,850,324,118,true,850,383,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
