id,eiin,teachers_count_total,teachers_count_female,staff_count_total,staff_count_female,trained_teachers,total_students,total_female_students,has_six_grade,total_seats_six,total_students_six,female_students_six,has_seven_grade,total_seats_seven,total_students_seven,female_students_seven,has_eight_grade,total_seats_eight,total_students_eight,female_students_eight,has_nine_grade,total_seats_nine,total_students_nine,female_students_nine,has_ten_grade,total_seats_ten,total_students_ten,female_students_ten,has_eleven_grade,total_seats_eleven,total_students_eleven,female_students_eleven,has_twelve_grade,total_seats_twelve,total_students_twelve,female_students_twelve,technical_teacher_count_total,technical_teacher_count_female,technical_staff_count_total,technical_staff_count_female,technical_trained_teachers,technical_ict_teachers,technical_total_male_students,technical_total_female_students,technical_total_seats,technical_total_students,total_seats_part_1,total_students_part_1,female_students_part1,total_seats_part_2,total_students_part_2,female_students_part2,total_seats_part_3,total_students_part_3,female_students_part3,total_seats_part_4,total_students_part_4,female_students_part4,total_seats_part_5,total_students_part_5,female_students_part5,total_seats_part_6,total_students_part_6,female_students_part6,total_seats_part_7,total_students_part_7,female_students_part7,total_seats_part_8,total_students_part_8,female_students_part8,female_students_part_1,female_students_part_2,female_students_part_3,female_students_part_4,female_students_part_5,female_students_part_6,female_students_part_7,female_students_part_8
1222,603626004,8,4,1,0,1,280,200,true,100,80,60,true,80,65,45,true,50,35,25,true,70,62,43,true,50,38,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1223,130590,29,5,5,1,0,1066,211,,,,,,,,,,,,,,,,,,,,,true,950,507,106,true,950,559,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1224,115228,7,2,5,1,4,130,130,true,55,48,48,true,55,52,52,true,55,30,30,false,,,,false,,,,false,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1225,119716,33,13,13,6,1,563,563,,,,,,,,,,,,,,,,,,,,,true,550,283,283,true,550,280,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1226,121631,21,5,3,0,21,849,282,true,220,212,76,true,220,219,70,true,220,136,45,true,220,146,42,true,200,136,49,true,0,0,0,true,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1227,111040,20,7,8,3,12,301,301,true,110,45,45,true,110,65,65,true,110,58,58,true,55,77,77,true,55,56,56,,,,,,,,,8,2,2,1,0,1,,36,165,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1228,106785,12,2,6,2,4,203,124,true,55,55,38,true,55,37,26,true,55,37,18,true,55,40,24,true,55,34,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1229,121792,20,4,7,1,6,249,137,true,55,53,21,true,55,37,22,true,55,37,21,true,55,42,25,true,55,36,21,true,55,22,13,true,55,22,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230,127149,27,7,8,2,9,400,400,true,110,67,67,true,110,107,107,true,110,69,69,true,110,70,70,true,110,74,74,true,55,10,10,true,55,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1231,137333,11,8,1,0,0,172,87,true,100,64,34,true,100,62,28,true,100,46,25,false,,,,false,,,,false,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1232,116650,11,4,4,1,10,266,143,true,60,57,33,true,60,61,34,true,60,57,28,true,60,51,29,true,60,40,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1233,201582006,11,2,2,1,0,118,82,true,40,26,15,true,42,26,18,true,43,23,16,true,35,28,22,true,40,15,11,false,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1234,100299,34,8,13,5,11,433,433,true,150,75,75,true,150,87,87,true,150,73,73,true,150,61,61,true,150,58,58,true,150,29,29,true,150,50,50,19,3,5,1,7,1,,56,90,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235,119634,14,3,3,0,6,263,152,true,60,50,33,true,60,52,34,true,60,49,27,true,60,47,23,true,60,65,35,false,0,0,0,false,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236,123664,14,0,5,1,12,150,150,true,50,32,32,true,50,30,30,true,50,40,40,true,50,22,22,true,50,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237,139175,30,10,12,4,0,0,0,true,0,0,0,true,0,0,0,true,0,0,0,true,0,0,0,true,0,0,0,true,0,0,0,true,0,0,0,35,10,12,4,35,4,,140,300,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238,108698,13,3,5,1,4,302,171,true,60,88,61,true,62,52,28,true,62,56,29,true,62,45,15,true,62,61,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1239,123929,12,4,6,1,9,234,123,true,55,56,26,true,55,43,20,true,55,50,29,true,55,43,23,true,55,42,25,false,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1240,114431,13,5,4,1,0,160,69,true,60,49,25,true,60,24,12,true,60,39,18,true,40,25,7,true,40,23,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1241,139799,18,6,6,2,1,231,35,,,,,,,,,,,,,,,,,,,,,false,,231,35,true,280,231,35,18,6,6,2,2,2,,35,280,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1242,117737,11,6,6,1,10,409,174,true,120,77,48,true,120,120,28,true,120,100,40,true,120,77,34,true,120,35,24,true,0,0,0,true,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1243,104339,7,3,5,1,6,544,544,true,110,105,105,true,120,120,120,true,110,103,103,true,110,100,100,true,120,116,116,false,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1244,138327,26,10,6,3,17,440,214,true,110,110,55,true,110,110,55,true,110,110,55,true,55,55,25,true,55,55,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1245,306768110,38,25,20,3,1,219,92,true,80,67,32,true,80,68,31,true,40,39,15,true,40,21,10,true,40,24,4,true,0,0,0,true,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246,119525,21,5,7,2,21,266,119,true,0,46,20,true,0,42,20,true,0,45,20,true,0,36,17,true,0,40,21,true,0,21,9,true,0,36,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1247,118281,15,3,5,1,3,153,58,true,40,33,15,true,40,31,16,true,40,32,12,true,40,32,7,true,40,25,8,false,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1248,110802,34,7,10,2,17,1171,1171,true,300,272,272,true,300,248,248,true,300,227,227,true,300,188,188,true,300,236,236,false,,,,false,,,,12,2,2,1,4,4,,162,240,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1249,139472,24,8,3,2,2,155,78,true,60,54,25,true,60,36,21,true,60,33,13,true,90,32,19,true,90,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1250,139987,16,6,6,3,1,183,57,true,100,40,17,true,100,40,5,true,100,28,11,true,100,33,6,true,100,42,18,false,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1251,110880,36,6,15,2,0,2213,1209,,,,,,,,,,,,,,,,,,,,,true,1300,1113,613,true,1300,1100,596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1252,108835,13,3,3,0,1,389,208,true,82,82,51,true,76,76,41,true,79,79,53,true,75,75,43,true,77,77,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1253,115059,11,4,4,0,1,366,189,true,100,69,36,true,100,76,41,true,80,68,31,true,80,77,39,true,80,76,42,false,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254,123578,12,4,3,0,11,418,193,true,0,76,31,true,0,91,36,true,0,76,40,true,0,86,39,true,0,89,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1255,108780,10,4,6,2,3,262,172,true,150,121,84,true,150,64,43,true,150,77,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1256,102777,20,4,8,2,4,310,186,true,80,63,36,true,80,60,35,true,80,50,30,true,80,45,28,true,80,32,19,true,70,24,14,true,70,36,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1257,609162116,9,0,0,0,1,215,76,true,100,60,25,true,100,63,20,true,100,45,12,true,60,27,7,true,60,20,12,true,0,0,0,true,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1258,119521,22,4,7,1,5,256,162,true,40,40,28,true,35,35,25,true,40,40,25,true,37,37,21,true,36,36,19,true,60,33,23,true,60,35,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1259,123922,7,5,3,0,6,350,350,true,42,42,42,true,81,81,81,true,77,77,77,true,70,70,70,true,80,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1260,113265,12,5,4,0,0,219,113,true,80,47,22,true,80,36,23,true,80,41,21,true,80,61,27,true,80,34,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1261,609108007,13,6,2,1,0,90,39,true,0,15,8,true,0,13,8,true,0,35,10,true,0,15,8,true,0,12,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262,609127022,14,0,0,0,0,350,170,true,16,16,0,true,3,3,0,true,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1263,127123,12,3,3,0,1,196,86,true,55,43,20,true,55,41,21,true,55,41,12,true,55,34,12,true,55,37,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1264,119449,27,6,7,1,8,227,117,true,60,46,27,true,60,26,17,true,60,50,26,true,60,28,13,true,60,22,10,true,60,31,10,true,60,24,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1265,124382,14,4,6,1,12,325,148,true,120,91,44,true,120,78,34,true,120,82,39,true,65,36,15,true,65,38,16,false,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1266,137566,9,3,1,0,2,204,127,true,115,62,45,true,115,70,46,true,115,72,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1267,11878b76-cc8a-4dce-9497-3cc51a39906d,14,3,2,1,2,514,303,true,40,32,20,true,40,30,18,true,40,27,15,true,40,40,20,true,40,38,20,true,450,160,100,true,450,187,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1268,506475006,13,3,4,1,0,166,76,true,55,55,30,true,55,45,20,true,55,21,7,true,55,23,8,true,55,22,11,false,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269,126790,14,3,4,2,11,464,247,true,110,123,76,true,110,97,44,true,110,86,51,true,110,82,43,true,110,76,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1270,114727,33,15,4,0,8,577,172,true,100,90,32,true,80,66,22,true,80,78,29,true,100,79,18,true,120,101,18,true,120,102,38,true,100,61,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1271,308694011,4,2,1,1,0,100,0,true,100,100,0,false,0,0,0,false,0,0,0,false,0,0,0,false,0,0,0,false,0,0,0,false,10,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1272,116466,30,13,11,2,17,618,187,true,120,90,25,true,120,112,24,true,130,128,54,true,120,103,34,true,120,80,25,true,120,76,17,true,120,29,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1273,108718,13,4,4,1,11,525,210,true,200,154,66,true,150,119,43,true,150,126,48,true,150,76,31,true,150,50,22,false,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1274,116493,12,2,6,1,12,339,339,true,81,71,71,true,81,81,81,true,81,60,60,true,81,70,70,true,81,57,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1275,117220,13,1,3,1,1,193,77,true,80,57,25,true,80,31,18,true,80,36,15,true,80,40,10,true,80,29,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1276,132297,8,2,15,4,3,200,40,false,,,,,,,,,,,,true,150,100,20,true,150,100,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277,119702,12,3,4,1,8,147,83,true,50,35,20,true,50,33,19,true,50,28,16,true,50,30,17,true,50,21,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1278,103446,20,4,7,2,15,1946,1326,true,500,491,350,true,550,529,338,true,400,364,272,true,450,291,173,true,271,271,193,false,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1279,132993,7,4,1,1,0,75,26,,,,,,,,,,,,,true,80,22,11,true,80,18,6,true,60,20,7,true,60,15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1280,110836,12,3,2,0,8,242,120,true,60,48,22,true,60,61,35,true,60,50,20,true,60,42,23,true,60,41,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1281,114926,21,8,7,3,13,251,120,true,110,69,29,true,110,45,27,true,55,49,15,true,55,43,24,true,55,45,25,false,,,,false,,,,10,5,2,0,4,1,,19,90,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1282,130452,70,22,30,3,1,2400,2400,,,,,,,,,,,,,,,,,false,,,,true,1500,1200,1200,true,1500,1200,1200,3,0,3,0,3,3,,500,500,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283,120503,12,5,4,1,10,90,90,true,60,25,25,true,60,13,13,true,60,21,21,true,60,18,18,true,60,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1284,117748,24,6,5,2,19,1085,562,true,240,211,111,true,180,253,131,true,180,253,133,true,180,203,105,true,180,165,82,true,0,0,0,true,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1285,101454,9,2,5,1,7,201,122,true,0,65,37,true,0,38,26,true,0,51,31,true,0,28,18,true,0,19,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1286,113600,17,3,7,2,5,503,304,true,98,98,69,true,60,60,43,true,108,108,67,true,99,99,43,true,77,77,41,true,33,33,22,true,28,28,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287,201533006,9,5,1,1,1,290,290,true,55,50,50,true,60,55,55,true,100,85,85,true,55,50,50,true,58,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1288,136828,13,6,3,0,0,387,202,true,100,80,43,true,100,62,39,true,100,70,36,true,100,90,42,true,90,85,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1289,110651,15,4,6,2,10,746,367,true,180,160,78,true,170,154,76,true,166,157,76,true,150,135,63,true,160,140,74,true,0,0,0,true,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1290,116713,12,4,6,1,10,326,154,true,61,61,31,true,77,77,34,true,57,57,28,true,72,72,34,true,59,59,27,false,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291,119518,13,5,5,2,13,183,183,true,0,49,49,true,0,42,42,true,0,38,38,true,0,32,32,true,0,22,22,true,0,0,0,true,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1292,139762,9,6,1,1,0,30,11,true,10,7,3,true,10,7,4,true,16,16,4,true,0,0,0,true,0,0,0,true,0,0,0,true,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293,114842,12,3,1,1,12,577,171,true,110,112,25,true,120,120,41,true,120,116,35,true,120,119,33,true,120,110,37,false,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1294,114404,11,8,5,2,9,218,218,true,55,50,50,true,55,42,42,true,55,45,45,true,55,40,40,true,55,41,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1295,108848,19,3,5,2,7,225,126,true,55,52,33,true,55,27,15,true,70,65,36,true,55,51,26,true,55,30,16,false,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1296,e910c9fe-22e1-45b7-bd47-df17a54680c1,34,14,7,3,2,340,161,true,100,84,41,true,100,89,43,true,100,76,35,true,150,50,26,true,100,41,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1297,308694035,24,14,3,1,0,194,80,true,72,62,25,true,44,40,15,true,36,32,12,true,36,30,13,true,36,30,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1298,306860167,16,7,11,4,2,248,140,true,0,71,38,true,0,49,28,true,0,47,24,true,0,40,25,true,0,41,25,true,0,0,0,true,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299,101934,17,4,4,1,4,340,143,true,100,34,12,true,100,43,21,true,100,50,14,true,100,54,19,true,100,36,10,true,100,69,32,true,100,54,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,110881,31,10,13,6,1,310,310,,,,,,,,,,,,,,,,,,,,,true,250,140,140,true,250,170,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1301,134371,9,1,6,1,1,258,24,false,,,,false,,,,false,,,,false,,,,false,,,,true,200,127,13,true,200,131,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1302,119698,11,2,3,1,6,173,120,true,60,32,17,true,60,24,18,true,60,48,34,true,60,37,26,true,60,32,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1303,208487009,11,0,2,0,0,160,0,false,,,,false,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1304,201533012,12,9,1,1,0,55,34,true,15,13,9,true,15,12,8,true,10,9,7,true,15,14,10,true,15,7,0,false,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1305,552747001,15,4,5,2,1,292,108,true,70,67,24,true,70,61,20,true,70,66,26,true,60,46,17,true,60,52,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1306,201533005,12,8,1,1,2,60,3,true,40,25,2,true,40,20,0,true,20,15,1,false,40,5,0,false,40,7,3,false,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1307,115000,3,1,2,0,2,60,60,true,40,17,17,true,40,18,18,true,40,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1308,105673,29,5,7,1,20,1139,21,true,275,260,0,true,275,248,0,true,220,222,0,true,285,216,15,true,285,193,6,false,,,,,,,,4,1,2,1,4,1,,21,238,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309,404480002,25,15,4,2,0,350,350,true,40,35,35,true,70,60,60,true,65,60,60,true,100,90,90,true,55,50,50,true,35,30,30,true,30,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1310,120427,9,2,6,2,7,106,56,true,55,22,14,true,55,31,11,true,55,53,31,false,,,,false,,,,false,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1311,208487011,10,5,1,1,3,59,33,true,30,25,15,true,30,12,6,true,30,22,12,false,,,,false,,,,false,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1312,116642,21,9,6,1,18,946,946,true,220,220,220,true,220,224,224,true,225,230,230,true,160,158,158,true,115,114,114,false,,,,,,,,10,3,2,1,0,1,,93,120,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1313,100669001,10,6,1,1,0,155,53,true,100,50,12,true,100,42,19,true,100,63,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1314,401855002,11,4,1,0,0,20,20,true,20,10,10,true,20,10,10,false,,,,false,,,,false,,,,false,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1315,113322,16,4,3,0,15,741,364,true,110,110,44,true,220,200,92,true,220,191,80,true,150,139,90,true,150,101,58,false,,,,false,,,,9,2,3,2,9,1,,10,300,254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1316,114019,16,2,3,1,14,929,326,true,165,167,63,true,165,205,87,true,165,181,59,true,165,180,60,true,165,196,57,,,,,,,,,1,0,1,1,1,1,,8,160,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1317,105006,8,2,2,0,6,337,196,true,120,54,32,true,120,90,53,true,120,53,31,true,120,74,37,true,120,66,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1318,302918007,21,0,2,0,0,300,0,true,52,15,0,true,51,12,0,true,51,8,0,true,52,8,0,true,52,7,0,true,52,8,0,true,52,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1319,116476,14,4,7,2,12,400,191,true,80,88,42,true,80,95,47,true,80,89,42,true,80,76,36,true,80,52,24,false,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1320,101446,9,2,3,0,8,498,264,true,110,104,52,true,105,94,50,true,105,100,58,true,110,90,48,true,110,110,56,false,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1321,302614073,23,13,3,2,7,301,155,true,46,46,24,true,79,79,41,true,70,70,41,true,63,63,27,true,43,43,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322,109508,13,3,6,1,1,629,244,true,166,166,70,true,157,157,72,true,152,152,51,true,83,83,33,true,71,71,18,false,,,,false,,,,0,0,0,0,0,0,,10,160,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1323,113550,12,4,5,2,4,165,165,true,55,40,40,true,55,26,26,true,55,35,35,true,55,33,33,true,55,31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1324,119864,14,4,5,1,9,186,107,true,60,34,18,true,60,39,26,true,60,49,22,true,60,35,21,true,60,29,20,true,0,0,0,true,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325,3759b38f-47be-45df-816e-224b86ea45c4,15,8,2,1,0,121,62,true,27,24,10,true,50,28,18,true,40,21,9,true,40,23,15,true,50,25,10,true,0,0,0,true,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1326,104320,12,5,3,0,7,362,80,true,120,68,17,true,120,56,8,true,120,88,18,true,120,76,18,true,120,74,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1327,113992,13,3,6,2,12,130,130,true,25,25,25,true,25,25,25,true,20,20,20,true,30,30,30,true,30,30,30,true,0,0,0,true,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1328,117235,15,1,5,1,4,161,161,true,80,30,30,true,80,35,35,true,80,40,40,true,80,30,30,true,80,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1329,130099,13,2,2,1,8,389,246,true,0,78,44,true,0,55,30,true,0,84,54,true,0,69,42,true,0,103,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1330,101614,15,1,2,0,6,170,113,true,60,51,32,true,60,24,14,true,60,29,18,true,60,34,23,true,60,32,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1331,117745,15,7,7,5,13,451,188,true,120,111,43,true,120,65,29,true,120,112,58,true,120,63,27,true,120,100,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1332,107078,4,0,5,2,3,253,138,true,50,58,32,true,50,59,27,true,50,49,22,true,50,61,39,true,50,26,18,true,0,0,0,true,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333,114497,14,3,6,1,10,479,204,true,100,80,34,true,120,118,49,true,120,106,36,true,120,83,36,true,120,92,49,false,0,0,0,false,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1334,114466,19,3,11,4,8,1552,462,true,240,233,69,true,395,390,90,true,320,285,86,true,340,330,107,true,350,314,110,false,,,,false,,,,6,1,1,0,6,0,,0,140,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1335,123915,54,18,12,7,25,2962,1217,true,398,398,163,true,401,401,167,true,351,351,161,true,323,323,150,true,372,372,178,true,578,578,225,true,539,539,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,107392,8,1,6,2,6,327,223,true,120,53,37,true,120,65,48,true,120,68,44,true,120,75,58,true,120,66,36,true,0,0,0,true,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1337,104472,15,3,6,1,14,715,384,true,300,177,92,true,200,126,82,true,250,120,70,true,200,189,85,true,200,103,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1338,108770,12,4,6,1,10,402,264,true,120,120,73,true,120,64,46,true,120,57,38,true,120,119,81,true,0,42,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1339,117803,14,2,2,1,5,157,59,true,35,30,12,true,30,26,12,true,35,30,10,true,40,35,8,true,40,36,17,true,0,0,0,true,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
