id,eiin,institution_type,maximum_level,student_type,approval_status,management_type,mpo_status,has_technical_attachment,technical_type,teaching_medium_bangla,teaching_medium_english,teaching_medium_english_version,teaching_medium_arabic,shifts_operated,has_build_approval,has_teaching_approval,has_full_approval,has_no_approval
31464,113375,1,2,3,,2,1,FALSE,,TRUE,,,,1,TRUE,TRUE,TRUE,
31465,129249,4,7,3,,2,1,FALSE,,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
31466,306758022,1,2,3,,2,3,FALSE,,TRUE,,,,2,,,,TRUE
31467,d7dbbbfa-cbbe-479f-8765-1548b0a2437d,4,6,3,,3,3,FALSE,,TRUE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,TRUE
31468,116283,4,6,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
31469,135453,3,3,3,,2,2,FALSE,,TRUE,,,,1,TRUE,TRUE,,
31470,131414,1,2,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
31471,126667,2,3,3,,2,1,TRUE,1,TRUE,,,,1,,,TRUE,
31472,201395013,1,2,3,,2,2,FALSE,,TRUE,FALSE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
31473,135066,4,6,3,,2,2,FALSE,,TRUE,,,,1,,TRUE,,
31474,128390,1,2,2,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
31475,135868,6,3,2,,2,2,TRUE,2,TRUE,FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE,FALSE
31476,101125,1,2,3,,2,1,FALSE,,TRUE,,,,1,,TRUE,TRUE,
31477,134377,6,3,3,,2,1,FALSE,,TRUE,,,,1,TRUE,TRUE,TRUE,
31478,119467,4,6,3,,2,2,FALSE,,TRUE,,,FALSE,1,,,TRUE,
31479,126817,1,1,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
31480,104725,1,2,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
31481,102576,4,6,2,,2,1,FALSE,,TRUE,,,TRUE,1,,,TRUE,
31482,139257,1,1,2,,2,2,FALSE,,TRUE,,,,2,,,TRUE,
31483,201213026,2,2,3,,2,2,FALSE,,TRUE,,,,1,TRUE,TRUE,TRUE,
31484,112292,3,4,2,,2,1,FALSE,,TRUE,,,,1,TRUE,TRUE,TRUE,
31485,123946,4,8,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
31486,116752,3,4,3,,1,3,FALSE,,TRUE,,,,1,,,TRUE,
31487,115593,1,10,3,,2,2,FALSE,,TRUE,,,,1,,TRUE,TRUE,
31488,122874,4,7,3,,2,1,FALSE,,TRUE,,,,1,TRUE,TRUE,,
31489,129392,1,2,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
31490,121349,3,4,2,,2,1,FALSE,,TRUE,,,,1,TRUE,TRUE,TRUE,
31491,103959,1,2,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
31492,122966,4,2,3,,2,1,FALSE,,TRUE,,,TRUE,1,,,TRUE,
31493,135241,4,6,2,,2,2,FALSE,,TRUE,,,TRUE,1,TRUE,TRUE,,
31494,405039012,1,2,3,,2,2,FALSE,,TRUE,,,,1,FALSE,,,TRUE
31495,119657,4,6,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
31496,107760,4,6,3,,2,1,FALSE,,TRUE,,,,1,TRUE,TRUE,TRUE,FALSE
31497,134636,3,3,2,,2,2,FALSE,,TRUE,,,,1,,,TRUE,
31498,125008,1,2,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
31499,117923,1,2,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
31500,106362,4,2,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
31501,202216033,4,2,2,,2,2,FALSE,,TRUE,,,,2,,TRUE,TRUE,
31502,306876036,5,13,1,,2,2,FALSE,,TRUE,,,TRUE,1,,TRUE,,
31503,102959,1,2,2,,1,3,FALSE,,TRUE,,,,1,TRUE,TRUE,TRUE,
31504,114490,1,2,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
31505,120995,1,2,3,,2,1,FALSE,,TRUE,FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE,FALSE
31506,117966,1,2,2,,2,1,FALSE,,TRUE,,,,1,,,TRUE,TRUE
31507,201927006,1,2,3,,3,2,FALSE,,TRUE,,,,1,TRUE,,,
31508,137818,6,3,3,,2,2,FALSE,,TRUE,,,,1,,,TRUE,
31509,130286,4,8,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
31510,0bbf807e-f6b8-42bc-b4c3-ca5bb298ef4d,5,12,2,,2,3,FALSE,,TRUE,,,TRUE,1,TRUE,TRUE,,
31511,126600,1,2,3,,2,1,TRUE,1,TRUE,,,,1,,,TRUE,
31512,135589,6,2,3,,2,2,TRUE,1,TRUE,,,,1,,TRUE,FALSE,
31513,106512,1,2,3,,1,3,FALSE,,TRUE,TRUE,,,1,TRUE,TRUE,TRUE,
31514,134891,1,2,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
31515,115427,1,2,3,,2,2,FALSE,,TRUE,,,,1,,,TRUE,
31516,122052,4,6,3,,2,1,FALSE,,TRUE,TRUE,FALSE,TRUE,1,FALSE,FALSE,TRUE,FALSE
31517,118382,3,4,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
31518,507616025,1,2,3,,2,2,FALSE,,TRUE,,,,1,,,,TRUE
31519,121455,1,2,3,,2,1,TRUE,1,TRUE,FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE,FALSE
31520,132171,6,3,3,,2,1,TRUE,1,TRUE,,,,1,,TRUE,TRUE,
31521,135540,6,3,3,,2,3,TRUE,6,TRUE,,,,2,,TRUE,,
31522,201213099,5,14,,,3,3,FALSE,,,,,TRUE,1,TRUE,TRUE,,
31523,126688,1,2,3,,2,1,FALSE,,TRUE,FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE,FALSE
31524,130774,1,2,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
31525,135618,4,6,3,,2,2,FALSE,,TRUE,,,,1,,,TRUE,
31526,9af48a9b-b752-41e3-80f8-decb15f42f3f,1,2,3,,2,2,FALSE,,TRUE,,,,1,,,,TRUE
31527,105787,1,2,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
31528,119197,1,2,3,,2,1,FALSE,,TRUE,,,,1,,TRUE,TRUE,
31529,fd79b297-c66e-4fd1-a262-a62fef1852b3,1,2,3,,2,2,FALSE,,TRUE,,,,1,TRUE,TRUE,,
31530,127874,2,3,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
31531,306704156,5,15,1,,2,2,FALSE,,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
31532,118583,4,7,3,,2,1,FALSE,,TRUE,TRUE,,TRUE,1,,,TRUE,
31533,130500,3,4,2,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
31534,127636,4,6,2,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
31535,124264,1,2,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
31536,118061,4,6,3,,2,2,FALSE,,TRUE,,,,1,,,TRUE,
31537,107621,4,6,3,,2,1,FALSE,,TRUE,TRUE,,TRUE,1,,,TRUE,
31538,104599,1,2,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
31539,603677010,1,2,3,,2,3,FALSE,,TRUE,,,,2,,,,TRUE
31540,140337,1,1,3,,2,2,FALSE,,TRUE,,,,1,FALSE,TRUE,,
31541,125098,1,2,3,,2,1,FALSE,,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
31542,102994,1,2,1,,2,1,FALSE,,TRUE,,,,1,TRUE,TRUE,TRUE,
31543,207507046,4,2,3,,2,2,FALSE,,TRUE,,,,1,,TRUE,,
31544,109491,1,3,3,,2,1,FALSE,,TRUE,,,,1,TRUE,TRUE,TRUE,
31545,128004,1,2,3,,2,1,FALSE,,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
31546,557385010,1,1,3,,2,2,FALSE,,TRUE,,,FALSE,2,TRUE,TRUE,FALSE,
31547,106991,4,6,2,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
31548,112167,4,6,2,,2,1,FALSE,,TRUE,,,TRUE,1,,TRUE,,
31549,135124,6,3,3,,2,2,TRUE,5,TRUE,,,,1,,,TRUE,
31550,107236,4,6,3,,2,1,FALSE,,TRUE,,,FALSE,1,TRUE,TRUE,TRUE,
31551,306758055,1,2,3,,2,3,FALSE,,TRUE,,,,2,,,,TRUE
31552,118928,1,2,3,,2,1,FALSE,,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
31553,201537027,2,2,3,,2,3,FALSE,,TRUE,,,,2,,TRUE,,FALSE
31554,103555,4,6,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
31555,101942,4,2,3,,2,1,FALSE,,TRUE,FALSE,FALSE,TRUE,1,FALSE,FALSE,TRUE,FALSE
31556,132175,2,3,3,,2,2,FALSE,,TRUE,TRUE,TRUE,,2,,TRUE,TRUE,
31557,109793,1,2,3,,2,1,FALSE,,TRUE,TRUE,,,1,TRUE,TRUE,TRUE,
31558,a860d9fa-75fb-4b1e-9a45-35988c40ab7e,5,2,1,,2,3,FALSE,,TRUE,,,,1,TRUE,TRUE,TRUE,
31559,102137,1,1,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
31560,125931,1,1,3,,2,2,FALSE,,TRUE,,,,1,,,TRUE,
31561,120815,4,6,3,,2,2,FALSE,,TRUE,TRUE,,TRUE,1,,,TRUE,
31562,102624,1,2,3,,2,1,FALSE,,TRUE,TRUE,,,1,,,TRUE,
31563,102169,1,2,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
31564,302610026,1,2,3,,2,3,FALSE,,TRUE,,,,1,,,,TRUE
31565,457283090,5,15,2,,2,2,FALSE,,TRUE,,,,1,TRUE,TRUE,TRUE,
31566,103510,2,3,3,,2,1,TRUE,1,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
31567,129569,4,6,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
31568,100616,1,2,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
31569,115628,4,6,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
31570,113380,4,6,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
31571,124072,1,2,3,,2,1,FALSE,,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
31572,124785,1,2,3,,2,1,FALSE,,TRUE,,,FALSE,1,,,TRUE,
31573,553282061,5,10,2,,3,3,FALSE,,TRUE,FALSE,FALSE,TRUE,1,FALSE,TRUE,FALSE,FALSE
31574,119060,1,2,3,,2,1,FALSE,,TRUE,,,,1,TRUE,TRUE,TRUE,
31575,123472,4,7,3,,2,1,TRUE,4,TRUE,,,,1,,,TRUE,
31576,303387063,1,1,3,,2,2,FALSE,,,,TRUE,,1,,TRUE,,
31577,105132,1,2,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
31578,105049,4,8,2,,2,1,FALSE,,TRUE,,,,1,TRUE,TRUE,TRUE,
31579,102544,4,6,2,,2,2,FALSE,,TRUE,FALSE,FALSE,TRUE,1,FALSE,FALSE,TRUE,FALSE
31580,127427,1,2,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
31581,117758,1,2,3,,2,1,FALSE,,TRUE,,,,1,,TRUE,,
31582,109219,1,2,3,,2,1,FALSE,,TRUE,,,,1,TRUE,TRUE,TRUE,
31583,132406,6,3,3,,2,1,FALSE,,TRUE,,,,1,TRUE,TRUE,TRUE,
31584,107694,1,2,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
31585,118451,1,2,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
31586,129665,4,8,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
31587,117831,1,2,1,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
31588,106850,1,2,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
31589,552730021,1,2,3,,2,2,FALSE,,TRUE,,,,2,TRUE,,,
31590,125633,4,6,3,,2,1,FALSE,,TRUE,,,,1,TRUE,TRUE,TRUE,
31591,302604058,1,2,3,,2,2,FALSE,,TRUE,TRUE,,,2,,TRUE,TRUE,
31592,107835,4,9,3,,2,1,FALSE,,TRUE,,,,1,,TRUE,,
31593,104480,4,6,3,,2,2,FALSE,,TRUE,,,TRUE,1,,TRUE,FALSE,
31594,131466,1,2,3,,2,2,FALSE,,TRUE,,,,1,,,TRUE,
31595,115997,1,2,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
31596,117138,1,2,2,,1,3,FALSE,,TRUE,,,,2,,,TRUE,
31597,108794,3,5,2,,1,3,FALSE,,TRUE,,,,1,,,TRUE,
31598,138172,4,6,2,,2,2,FALSE,,TRUE,TRUE,FALSE,TRUE,1,FALSE,TRUE,TRUE,FALSE
31599,114343,4,6,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
31600,d3f85293-4558-4f11-9c28-e8a167be4205,5,15,2,,2,2,FALSE,,TRUE,,,TRUE,1,,TRUE,,
31601,138452,1,2,3,,2,2,FALSE,,TRUE,,,,1,,,TRUE,
31602,304833008,5,2,3,,2,2,FALSE,,TRUE,TRUE,,TRUE,1,,,,
31603,122925,1,2,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
31604,112342,1,2,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
31605,111482,4,2,3,,2,1,FALSE,,TRUE,,,,1,TRUE,TRUE,TRUE,
31606,118418,1,2,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
31607,114573,4,4,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
31608,111497,4,6,3,,2,1,FALSE,,TRUE,,,,1,FALSE,TRUE,TRUE,
31609,125964,4,6,3,,2,2,FALSE,,TRUE,,,,1,TRUE,,TRUE,
31610,128407,1,2,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
31611,121025,4,6,3,,2,1,FALSE,,TRUE,FALSE,,,1,TRUE,TRUE,,
31612,127568,1,2,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
31613,133495,6,16,3,,2,1,TRUE,3,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
31614,112397,4,7,3,,2,1,FALSE,,TRUE,FALSE,FALSE,TRUE,1,TRUE,TRUE,TRUE,FALSE
31615,107077,1,2,3,,2,1,FALSE,,TRUE,,,,1,TRUE,TRUE,TRUE,
31616,131777,4,2,3,,2,2,FALSE,,TRUE,,,,1,,,TRUE,
31617,122380,1,2,3,,2,1,FALSE,,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
31618,201528066,1,2,3,,2,3,FALSE,,TRUE,FALSE,FALSE,FALSE,1,FALSE,TRUE,FALSE,TRUE
31619,131305,1,1,2,,2,2,FALSE,,TRUE,,,,1,TRUE,TRUE,TRUE,
31620,103285,4,6,3,,2,1,FALSE,,TRUE,TRUE,,TRUE,1,,,TRUE,
31621,101404,4,6,3,,2,1,FALSE,,TRUE,,,,1,,TRUE,TRUE,
31622,129311,3,4,3,,2,1,FALSE,,TRUE,,,,1,TRUE,TRUE,TRUE,
31623,201974030,5,8,1,,2,2,FALSE,,TRUE,,,TRUE,1,,TRUE,TRUE,
31624,113229,1,2,3,,2,1,FALSE,,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
31625,136938,1,2,2,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
31626,104629,1,2,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
31627,117696,1,2,3,,2,1,FALSE,,TRUE,,,,1,TRUE,TRUE,TRUE,
31628,456194071,5,15,1,,2,3,FALSE,,TRUE,,,TRUE,1,,TRUE,,
31629,106259,1,2,3,,2,1,FALSE,,TRUE,,,,1,TRUE,TRUE,TRUE,
31630,134809,1,2,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
31631,118409,1,2,3,,2,1,TRUE,3,TRUE,,,,1,TRUE,TRUE,TRUE,
31632,123076,4,6,3,,2,2,FALSE,,TRUE,,,,1,,,TRUE,
31633,302650051,1,2,3,,2,2,TRUE,1,TRUE,,,,2,TRUE,TRUE,TRUE,
31634,552764052,1,2,3,,5,3,FALSE,,TRUE,,,,1,,,,TRUE
31635,128902,1,2,2,,2,1,FALSE,,TRUE,,,,1,,TRUE,TRUE,
31636,111502,4,6,3,,2,1,FALSE,,TRUE,,,,1,TRUE,TRUE,TRUE,
31637,100461,1,2,3,,2,1,FALSE,,TRUE,,,,1,TRUE,TRUE,TRUE,
31638,119915,2,3,3,,1,3,FALSE,,TRUE,,,,1,,,TRUE,
31639,305454007,4,7,3,,2,2,FALSE,,TRUE,TRUE,,TRUE,2,TRUE,,,
31640,456120024,1,2,3,,2,2,FALSE,,TRUE,,,,1,,TRUE,,
31641,609023050,5,13,3,,2,3,FALSE,,FALSE,,,TRUE,3,,,,TRUE
31642,100854,4,6,3,,2,1,FALSE,,TRUE,TRUE,,TRUE,1,,,TRUE,
31643,103353,1,2,3,,2,1,FALSE,,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
31644,117514,1,2,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
31645,111306,1,2,3,,2,1,FALSE,,TRUE,,,,1,,TRUE,TRUE,
31646,456113051,5,10,3,,2,3,FALSE,,TRUE,,,,1,,TRUE,,
31647,117445,1,2,3,,2,1,FALSE,,TRUE,,,,1,FALSE,,TRUE,
31648,139544,1,1,3,,2,2,FALSE,,TRUE,,,,1,,TRUE,,
31649,122716,2,3,2,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
31650,130534,4,6,2,,2,1,FALSE,,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
31651,453936099,5,13,1,,3,3,FALSE,,TRUE,,,FALSE,1,,,,TRUE
31652,139295,1,2,3,,2,2,FALSE,,TRUE,,,,1,,,TRUE,
31653,111947,1,2,3,,2,1,FALSE,,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
31654,106177,1,2,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
31655,126037,4,6,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
31656,102863,1,2,3,,2,1,FALSE,,TRUE,FALSE,FALSE,FALSE,1,FALSE,TRUE,TRUE,FALSE
31657,127533,1,2,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
31658,123861,1,2,2,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
31659,132795,6,3,2,,2,1,TRUE,3,TRUE,,,,1,TRUE,TRUE,TRUE,
31660,103836,3,3,3,,2,1,FALSE,,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
31661,303330122,1,2,3,,2,2,FALSE,,TRUE,,,,2,,TRUE,,
31662,205158004,4,6,3,,2,3,FALSE,,TRUE,,,TRUE,2,,,,TRUE
31663,126978,1,2,3,,2,1,FALSE,,TRUE,,,,1,,TRUE,TRUE,
31664,128848,3,4,3,,1,3,FALSE,,TRUE,,,,1,,,TRUE,
31665,120955,1,2,2,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
31666,106222,4,6,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
31667,124068,1,2,3,,2,1,FALSE,,TRUE,TRUE,,,1,TRUE,TRUE,TRUE,
31668,100783,1,2,3,,2,1,FALSE,,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
31669,110342,4,6,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
31670,112752,4,8,3,,2,1,FALSE,,TRUE,,,FALSE,1,,,TRUE,
31671,104834,4,8,3,,2,1,FALSE,,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
31672,133162,3,3,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
31673,609162058,5,10,3,,2,2,FALSE,,TRUE,,TRUE,TRUE,1,,,TRUE,
31674,104157,1,2,2,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
31675,609162170,5,12,3,,2,3,FALSE,,,,,TRUE,1,,TRUE,FALSE,
31676,126584,3,4,3,,2,1,FALSE,,TRUE,,,,1,TRUE,TRUE,TRUE,
31677,136205,6,3,3,,2,2,TRUE,6,TRUE,,,,3,TRUE,TRUE,,
31678,137944,1,1,3,,1,3,FALSE,,TRUE,,,,1,,TRUE,,
31679,306860022,5,3,1,,2,3,FALSE,,TRUE,,,TRUE,2,,TRUE,,
31680,110594,4,6,3,,2,1,FALSE,,TRUE,,,,1,TRUE,TRUE,TRUE,
31681,106921,1,2,2,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
31682,109637,4,7,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
31683,204667011,1,2,3,,3,3,FALSE,,TRUE,,,,1,,,,TRUE
31684,111137,1,2,1,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
31685,303330253,1,2,3,,2,3,FALSE,,TRUE,,,,1,,,,TRUE
31686,125597,1,2,3,,2,1,FALSE,,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
31687,112257,4,6,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
31688,204667009,1,1,3,,3,3,FALSE,,TRUE,,,,1,,,,TRUE
31689,205143031,1,2,3,,2,2,FALSE,,TRUE,,,,2,TRUE,,,
31690,305944003,5,15,2,,2,2,FALSE,,TRUE,,,,1,TRUE,TRUE,,
31691,102889,3,4,3,,2,1,TRUE,3,TRUE,,,,1,,,TRUE,
31692,102466,4,6,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
31693,117427,3,4,3,,2,1,TRUE,3,TRUE,,,,1,,,TRUE,
31694,456181058,5,1,2,,2,3,FALSE,,TRUE,TRUE,,TRUE,1,,,TRUE,
31695,127320,1,2,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
31696,112005,1,2,3,,2,1,FALSE,,TRUE,,,,1,TRUE,TRUE,TRUE,
31697,123580,1,2,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
31698,609162224,1,2,3,,2,2,FALSE,,TRUE,TRUE,,,1,,TRUE,,
31699,119533,4,6,3,,2,1,FALSE,,TRUE,,,,1,TRUE,TRUE,TRUE,
31700,129108,1,2,3,,2,1,FALSE,,TRUE,,,,1,TRUE,TRUE,TRUE,
31701,138547,3,16,3,,2,2,TRUE,5,TRUE,FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE,FALSE
31702,306864041,1,2,3,,2,2,FALSE,,TRUE,,,,1,TRUE,TRUE,TRUE,
31703,107303,4,7,2,,2,1,FALSE,,TRUE,TRUE,,TRUE,1,,,TRUE,
31704,101320,1,2,3,,2,1,FALSE,,TRUE,,,,1,TRUE,TRUE,TRUE,
31705,118670,1,2,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
31706,111245,1,2,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
31707,134528,4,1,3,,2,2,FALSE,,FALSE,,,TRUE,1,,TRUE,,
31708,8fb83dd1-3cea-4d4c-8723-38a6db4ce141,1,2,3,,2,3,FALSE,,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,TRUE
31709,102043,4,7,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
31710,108292,1,2,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
31711,111226,4,7,3,,2,1,FALSE,,TRUE,,,TRUE,1,,,TRUE,
31712,132153,6,3,2,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
31713,102581,4,2,3,,2,1,FALSE,,TRUE,,,,1,TRUE,TRUE,TRUE,
31714,100726,4,8,3,,2,1,FALSE,,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
31715,139348,1,1,3,,2,2,FALSE,,TRUE,,,,1,TRUE,TRUE,TRUE,
31716,401823034,2,3,3,,2,2,FALSE,,TRUE,,TRUE,,1,FALSE,TRUE,,
31717,130342,1,2,2,,2,1,FALSE,,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
31718,124332,1,2,2,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
31719,111693,1,2,3,,2,1,TRUE,1,TRUE,,,,1,,,TRUE,
31720,122570,4,6,3,,2,1,FALSE,,TRUE,,,,1,TRUE,TRUE,TRUE,FALSE
31721,111911,3,5,3,,1,3,FALSE,,TRUE,,,,1,,,FALSE,TRUE
31722,110644,1,2,3,,2,1,FALSE,,TRUE,,,,1,TRUE,TRUE,TRUE,
31723,135273,1,2,3,,1,3,FALSE,,TRUE,,,,2,,,TRUE,
31724,102986,3,4,3,,1,3,TRUE,3,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
31725,552717027,1,2,3,,2,3,FALSE,,TRUE,FALSE,,,1,,TRUE,,
31726,120969,1,2,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
31727,118095,1,2,2,,2,1,FALSE,,TRUE,,,,1,FALSE,FALSE,TRUE,
31728,140103,6,3,3,,2,2,TRUE,5,TRUE,,,,1,,,TRUE,
31729,105081,1,2,3,,2,1,FALSE,,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
31730,104499,1,2,1,,3,1,FALSE,,TRUE,,,,1,,,TRUE,
31731,111486,4,8,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
31732,100786,1,2,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
31733,104567,4,6,3,,2,1,TRUE,4,TRUE,TRUE,,TRUE,1,,,TRUE,
31734,102458,4,6,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
31735,122230,4,6,2,,2,1,FALSE,,TRUE,FALSE,FALSE,TRUE,1,,,TRUE,
31736,112020,1,2,2,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
31737,119003,1,2,2,,1,3,FALSE,,TRUE,TRUE,,,1,TRUE,TRUE,TRUE,
31738,115722,2,3,2,,2,1,TRUE,3,TRUE,,,,1,,,TRUE,
31739,117372,1,2,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
31740,609162059,5,10,3,,2,2,FALSE,,TRUE,,TRUE,TRUE,1,,,TRUE,
31741,113182,4,6,3,,2,1,FALSE,,TRUE,TRUE,,TRUE,1,,,TRUE,
31742,128967,3,3,3,,2,1,TRUE,3,TRUE,,,,1,TRUE,TRUE,TRUE,
31743,133700,1,2,3,,2,2,FALSE,,TRUE,,,,1,,,TRUE,
31744,104115,1,2,2,,2,1,FALSE,,TRUE,,,,1,TRUE,TRUE,TRUE,
31745,113003,2,3,3,,2,1,FALSE,,TRUE,,,,1,,,TRUE,
31746,303330163,1,1,3,,2,3,FALSE,,TRUE,,,,1,,,,TRUE
31747,302650059,1,2,3,,2,3,FALSE,1,TRUE,FALSE,FALSE,FALSE,2,FALSE,TRUE,FALSE,FALSE
31748,113114,1,2,3,,2,1,FALSE,,TRUE,TRUE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
31749,120768,1,2,3,,2,1,FALSE,,TRUE,,,,1,,TRUE,TRUE,
31750,405585020,5,15,3,,2,3,FALSE,,TRUE,FALSE,FALSE,FALSE,2,FALSE,TRUE,FALSE,FALSE
31751,127029,1,2,2,,1,3,FALSE,,TRUE,,,,1,,,TRUE,
31752,138230,4,6,3,,2,2,FALSE,,TRUE,FALSE,FALSE,TRUE,1,TRUE,FALSE,TRUE,FALSE
