id,eiin,strengthening_reading_habits_scheme_available,trained_organizer_available,books_registered,materials_received,book_shelf_available,chairs_and_tables_for_reading,book_supply_register_available,sixth_grade_members_count,seventh_grade_members_count,eighth_grade_members_count,ninth_grade_members_count,tenth_grade_members_count,honorarium_provided,visited_by_assistant_managers,member_register,book_issued,sixth_grade_books_issued_count,sixth_grade_books_received,seventh_grade_books_issued_count,seventh_grade_books_received,eighth_grade_books_issued_count,eighth_grade_books_received,ninth_grade_books_issued_count,ninth_grade_books_received,tenth_grade_books_issued_count,tenth_grade_books_received,manual_distributed,distribution_info_sent,visited,visited_by_monitoring_officer,visited_by_scheme_officer,visited_by_maushi,visited_by_others,books_received_on,sixth_grade_books_provided,seventh_grade_books_provided,eighth_grade_books_provided,ninth_grade_books_provided,tenth_grade_books_provided
28305,125400,true,true,true,true,true,false,true,30,33,30,23,11,true,true,true,true,30,28,33,30,30,29,23,21,11,11,true,true,false,false,false,false,false,26-12-2023,27,32,29,32,32
28306,107254,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28307,139749,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28308,100915,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28309,125408,true,true,true,true,false,true,true,30,30,30,30,25,true,true,true,true,25,25,25,19,25,21,25,25,20,20,true,true,true,true,,,,25-10-2015,40,40,40,40,28
28310,140081,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28311,125395,true,false,true,true,true,true,true,20,20,20,10,10,false,true,true,true,10,10,10,10,10,10,10,10,10,10,true,true,true,true,false,false,false,27-12-2023,36,38,34,36,32
28312,105164,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28313,104695,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28314,106811,true,true,true,true,true,true,true,40,40,40,24,28,false,true,true,true,36,20,38,21,34,19,36,17,32,18,true,false,false,,,,,15-01-2024,36,38,34,36,32
28315,104030,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28316,120367,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28317,132716,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28318,456194048,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28319,100906,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
28320,207507025,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28321,131925,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28322,107313,true,false,true,true,true,true,true,35,35,35,35,35,false,false,true,true,25,22,30,28,32,29,35,30,40,35,true,true,false,,,,,05-01-2022,30,30,30,30,30
28323,121441,true,true,true,true,true,false,true,20,17,18,20,15,false,false,true,true,18,15,19,18,17,15,78,15,16,13,true,false,false,false,false,false,false,29-05-2023,18,19,17,18,16
28324,114864,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28325,108744,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28326,105155,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28327,100884,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28328,207521012,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28329,104578,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28330,117983,true,false,true,true,false,false,true,20,30,20,20,20,true,true,true,false,20,20,20,20,20,20,10,10,10,10,true,true,false,,,,,18-05-2017,20,4,2,20,20
28331,207583032,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28332,107347,true,true,true,true,true,false,true,32,30,31,28,29,false,true,true,true,30,25,28,24,25,22,28,26,26,25,true,true,true,true,false,false,false,07-05-2024,35,34,32,30,30
28333,109625,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28334,121478,true,true,true,true,true,false,true,36,36,34,34,30,false,true,true,true,30,25,32,22,34,23,29,21,24,20,true,true,true,,true,,,01-03-2024,36,38,34,36,32
28335,114262,true,false,false,true,true,false,true,18,18,18,15,17,false,true,true,true,12,5,13,7,11,6,14,5,13,4,true,true,true,true,,,,12-12-2023,18,18,18,15,17
28336,207507052,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28337,508172007,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28338,609141005,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28339,106161,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28340,113590,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28341,202245006,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28342,302618015,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28343,302618008,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
28344,302947013,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28345,138793,true,true,true,true,true,false,true,18,18,20,40,27,false,false,true,true,12,10,14,10,18,15,30,25,22,20,true,true,false,,,,,02-01-2024,36,36,34,34,30
28346,121495,true,true,true,true,true,false,true,25,25,27,20,17,false,true,true,true,15,15,17,17,17,10,12,8,17,17,true,true,true,true,false,false,false,20-01-2024,18,18,17,17,15
28347,110970,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28348,121492,true,true,true,true,true,true,true,26,32,24,29,25,false,true,true,true,18,16,15,14,16,14,14,11,12,10,true,true,true,,true,,,04-12-2023,18,19,17,18,16
28349,112413,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28350,135160,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
28351,207585039,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28352,109609,true,false,true,true,true,false,true,26,33,23,25,18,false,true,true,true,10,10,5,5,9,9,3,2,2,2,true,false,true,,,,true,27-12-2023,33,36,34,36,30
28353,124818,true,true,true,true,true,true,true,36,36,34,36,28,false,true,true,true,15,15,14,14,12,11,10,10,9,8,true,true,true,true,,,,21-01-2024,36,36,34,36,28
28354,132811,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28355,131289,true,true,true,true,true,true,true,70,65,45,30,25,false,true,true,true,35,19,27,17,31,22,28,15,31,25,true,true,true,,true,,,01-08-2023,50,50,50,50,50
28356,306758131,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
28357,302947002,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28358,121796,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28359,306758039,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
28360,102548,true,true,true,true,true,true,true,29,17,22,25,24,false,false,true,true,12,12,15,15,14,14,15,15,13,13,false,false,true,,true,,,04-12-2023,18,19,17,18,16
28361,121432,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
28362,121303,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28363,121270,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28364,19f5e33b-4107-4713-9672-41f5701e41f4,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
28365,108772,true,true,true,true,true,true,true,18,18,17,17,16,false,true,true,true,18,18,18,18,17,17,17,17,16,16,true,true,true,true,,,,03-01-2024,36,36,34,33,30
28366,121772,true,false,false,false,true,true,true,35,25,10,10,0,false,false,true,true,62,60,42,40,25,21,20,17,15,15,true,true,true,true,,,,21-08-2025,,,,,
28367,20f4b3e5-ace6-4515-99cc-25f5318fe9e6,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
28368,117223,true,true,true,true,true,true,true,20,20,18,18,15,true,false,true,true,20,20,20,20,18,18,18,18,15,15,true,true,false,,,,,04-12-2023,20,20,18,18,15
28369,137033,true,true,true,true,true,true,true,20,25,35,40,25,true,true,true,true,20,18,25,12,35,28,40,38,25,18,true,true,false,,,,,12-04-2023,50,50,50,50,50
28370,132861,true,true,true,true,true,true,true,40,62,63,112,153,true,false,false,false,,,,,,,,,,,false,false,false,,,,,04-02-2024,120,120,120,320,320
28371,114215,true,true,true,true,true,true,true,40,40,40,40,40,false,false,true,true,42,42,41,41,40,40,44,44,39,39,true,true,false,,,,,01-01-2024,36,38,34,36,32
28372,114243,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28373,114235,true,true,true,true,true,true,true,15,18,18,17,15,false,false,true,true,31,31,52,52,35,35,27,27,10,10,true,true,false,,,,,31-12-2023,18,19,17,18,16
28374,121883,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28375,118209,true,true,true,true,false,false,true,32,30,27,17,10,false,false,true,true,54,50,57,55,51,48,54,53,48,45,true,true,false,,,,,10-12-2023,54,57,51,54,48
28376,653a9aed-0fa8-43b3-881e-3d91e9545a43,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28377,108750,true,true,true,true,true,true,true,33,42,20,20,15,false,false,true,true,79,79,66,66,4,4,3,3,9,9,true,true,true,true,,,,03-01-2024,108,108,96,102,96
28378,121875,true,true,true,true,true,true,true,20,20,20,20,20,false,true,true,true,18,18,18,18,17,17,15,15,16,16,true,true,true,,,true,,04-12-2023,18,18,17,18,16
28379,130317,true,true,true,true,true,true,true,20,20,20,18,16,false,false,true,true,20,20,20,20,20,20,18,18,16,16,true,true,true,true,,,,16-01-2024,36,38,34,32,32
28380,94a1a507-b756-4c4a-91b1-4072ea142c46,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28381,117197,true,true,true,true,true,true,true,19,20,15,17,15,true,true,true,true,18,17,19,19,14,14,16,15,35,33,true,true,true,true,,,,04-12-2023,19,36,36,38,64
28382,139383,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28383,457283070,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28384,121822,true,true,true,true,true,true,true,22,22,23,27,21,false,true,true,true,22,22,22,22,23,23,27,27,21,21,true,false,false,,,,,26-12-2023,36,38,34,36,32
28385,129849,true,true,true,true,false,true,true,39,41,31,31,28,false,false,true,true,39,25,41,28,31,20,31,25,28,15,false,false,false,,,,,01-04-2024,39,41,31,31,28
28386,124794,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28387,609141002,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28388,122740,true,true,true,true,true,true,true,18,18,17,18,14,true,true,true,true,80,75,80,74,70,63,100,92,90,81,true,true,true,true,,,,21-01-2024,14,13,14,15,13
28389,108734,true,true,true,true,true,true,true,80,80,80,80,80,true,true,true,true,145,15,140,10,140,10,120,10,130,20,true,true,true,true,true,true,false,01-01-2023,145,140,140,120,130
28390,129451,true,true,true,true,true,true,true,48,37,42,45,30,false,false,true,true,32,31,29,29,35,34,41,41,25,25,true,true,true,true,,,,12-05-2023,54,54,51,51,48
28391,124311,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28392,201347019,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28393,113586,true,true,true,true,true,true,true,57,32,37,33,19,false,true,true,true,48,48,47,47,47,47,26,26,29,29,true,true,true,true,,,,07-01-2013,48,47,47,26,29
28394,122761,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28395,127052,true,true,true,true,true,true,true,33,33,33,33,16,false,true,true,true,77,77,76,76,79,79,65,65,21,21,true,true,true,,true,,,27-12-2023,54,57,51,54,48
28396,104013,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28397,609141009,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28398,207585001,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28399,131280,true,false,true,true,true,false,true,36,36,34,36,28,false,false,true,true,46,41,41,38,40,35,32,28,25,22,true,true,false,,,,,13-01-2024,54,51,51,42,42
28400,129816,true,true,true,false,false,false,true,250,250,210,180,150,false,true,false,true,250,248,250,245,210,205,180,180,150,150,false,false,true,true,,,,04-06-2023,120,120,60,70,70
28401,108763,true,true,true,true,true,true,true,20,20,20,20,20,false,false,true,true,40,40,36,36,50,50,35,35,10,10,true,true,false,,,,,03-01-2024,16,19,18,18,16
28402,122744,true,true,true,true,true,true,true,54,54,51,54,42,false,true,true,true,58,53,60,57,55,47,64,58,30,26,true,true,true,true,,,,21-01-2024,54,54,51,54,4254
28403,125376,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
28404,109638,true,true,true,true,true,true,true,30,25,25,25,25,true,true,true,true,300,300,340,340,300,300,300,298,260,255,true,false,true,true,false,false,false,19-12-2023,29,33,31,36,28
28405,133037,true,false,true,true,true,true,true,0,0,0,60,50,true,false,true,true,0,0,0,0,0,0,60,50,50,48,true,true,true,true,false,false,false,25-12-2023,,,,60,50
28406,116811,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28407,108754,true,true,true,true,true,true,true,2,2,2,2,2,false,false,true,true,20,28,28,28,20,20,15,15,19,19,true,true,true,true,,,,04-12-2023,54,54,51,51,55
28408,125432,true,true,true,true,true,true,true,37,37,26,20,6,true,true,true,true,27,10,28,12,23,10,17,9,9,5,true,true,true,true,true,false,false,04-12-2023,28,33,25,25,20
28409,101175,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
28410,124313,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28411,125374,true,true,true,true,true,false,true,37,32,37,32,28,false,true,true,true,37,35,30,29,35,34,30,28,28,27,true,true,false,false,false,false,false,27-12-2023,72,72,68,68,60
28412,104017,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28413,140382,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
28414,116782,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28415,125339,true,true,true,true,true,true,true,64,64,61,55,52,false,true,true,true,42,40,48,45,42,40,40,40,35,34,true,true,true,true,,,,16-01-2024,72,76,68,72,64
28416,125410,true,true,true,true,false,false,true,45,52,30,26,18,false,false,true,true,20,20,20,20,18,18,18,18,16,16,false,true,true,true,false,false,false,02-12-2024,20,20,18,18,16
28417,113738,true,true,true,true,true,true,true,30,30,30,30,20,true,true,true,true,29,29,27,27,22,22,18,18,30,30,true,true,true,,true,,,13-07-2023,29,27,22,18,30
28418,124795,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28419,115310,true,true,true,true,true,true,true,0,0,0,0,0,false,false,false,false,,,,,,,,,,,false,false,false,,,,,26-12-2023,120,108,84,60,0
28420,100158,true,true,true,true,true,false,false,35,31,25,35,20,false,false,true,true,36,36,38,38,34,34,36,36,32,32,true,true,false,,,,,26-12-2023,36,38,34,36,32
28421,125341,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28422,125436,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
28423,101699,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
28424,100428019,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
28425,104022,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28426,130600,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28427,139013,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28428,100148,true,true,false,true,false,false,false,19,20,21,23,18,false,false,true,true,15,12,12,7,14,8,10,8,9,7,true,false,false,,,,,26-12-2023,18,19,17,18,16
28429,101691,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
28430,115320,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28431,137589,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
28432,125653,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28433,139046,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
28434,125647,true,true,true,true,true,true,true,80,80,75,75,69,true,true,false,true,60,60,55,55,50,50,45,45,50,50,true,true,true,true,false,false,false,24-12-2023,90,90,85,85,75
28435,113161,true,true,true,true,true,true,true,40,20,45,50,40,true,false,true,true,80,75,60,55,120,110,200,180,70,60,true,true,true,true,,,,13-03-2023,120,60,90,150,80
28436,113174,true,true,true,true,true,true,true,36,35,58,57,48,false,true,true,true,51,50,50,50,50,50,50,48,44,44,true,true,true,true,,,,14-01-2024,54,54,51,51,45
28437,113164,true,true,true,true,true,false,true,32,27,18,17,13,false,false,true,true,36,32,38,35,34,31,36,32,36,33,true,true,false,,,,,14-01-2024,36,38,34,36,36
28438,136564,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28439,139580,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28440,128753,true,true,true,true,true,false,true,24,18,23,19,16,false,false,true,true,22,0,13,0,19,0,15,0,12,0,true,true,true,true,,,,01-08-2023,45,35,30,30,18
28441,127118,true,true,true,true,true,false,true,17,19,17,18,16,false,true,true,true,96,96,144,144,102,102,144,144,96,96,true,true,true,true,false,false,false,15-01-2012,18,19,17,18,16
28442,114063,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
28443,118196,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28444,127121,true,true,true,true,true,false,true,28,25,22,20,16,true,true,true,true,103,97,86,81,77,72,75,71,71,64,true,true,true,true,true,,true,15-01-2012,36,38,34,36,32
28445,118233,true,true,true,true,true,true,true,55,55,50,54,46,true,true,true,true,45,38,39,36,45,42,30,28,25,20,true,true,true,true,,,,10-12-2023,55,60,40,35,30
28446,127114,true,true,true,true,true,true,true,20,20,17,17,18,false,true,true,true,20,20,20,20,17,17,17,17,18,18,true,false,false,false,false,false,false,29-08-2023,21,20,18,18,18
28447,127063,true,true,true,true,true,true,true,32,21,25,16,12,false,false,true,true,98,97,64,63,78,78,42,41,20,20,true,true,true,true,true,false,true,27-12-2023,36,36,34,36,34
28448,128727,true,true,true,true,true,false,true,19,18,17,12,10,true,true,true,true,18,10,18,12,17,15,17,14,15,13,true,true,true,true,,,,31-07-2023,18,18,17,17,15
28449,118238,true,true,true,true,true,true,true,7,45,30,13,15,false,true,true,false,,,,,,,,,,,true,true,true,true,,,,10-12-2023,190,170,155,130,119
28450,104101,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28451,132283,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28452,101349,true,true,true,true,true,true,true,20,20,20,20,20,false,false,true,true,18,15,15,13,20,18,15,10,18,12,true,true,false,false,false,false,false,31-12-2023,20,20,20,20,20
28453,104559,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28454,124596,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28455,101353,true,true,true,true,true,true,true,36,36,34,36,28,true,false,true,true,36,34,36,33,34,34,36,35,28,28,true,true,true,true,true,,,31-12-2023,36,36,34,36,28
28456,128711,true,true,true,true,true,true,true,10,16,22,19,15,true,true,true,true,9,7,13,9,16,12,14,11,12,8,true,true,true,true,true,false,false,30-07-2023,16,19,20,21,15
28457,119466,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28458,67452499-1f8a-400f-9e51-ac3bc30d741b,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28459,128701,true,true,true,true,true,true,true,36,36,34,36,28,false,true,true,true,20,20,20,20,18,18,19,19,16,16,true,true,true,true,,,,01-08-2023,20,20,18,19,16
28460,104582,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28461,201533028,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
28462,128760,true,true,true,true,true,false,true,25,24,22,19,17,true,true,true,true,18,10,16,11,17,9,13,7,12,6,true,true,true,true,,,,01-08-2023,22,19,20,18,16
28463,104393,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
28464,128709,true,true,true,true,true,false,true,25,20,25,20,15,false,true,true,true,20,13,25,12,18,12,20,13,15,9,true,true,true,true,,,,28-02-2022,120,130,90,80,80
28465,101647,true,true,true,true,true,true,true,25,35,30,10,10,false,true,true,true,35,15,40,25,10,8,10,8,10,7,true,true,true,true,false,false,false,04-12-2023,54,57,51,39,48
28466,605883017,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28467,101640,true,true,true,true,true,true,true,36,45,42,48,45,false,true,true,true,36,34,38,35,34,31,36,32,30,27,true,true,true,true,false,false,false,28-12-2023,36,38,34,36,32
28468,105195,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28469,128751,true,true,true,true,true,false,true,42,40,53,39,31,true,true,true,true,37,32,28,25,25,24,17,17,22,20,true,true,true,true,,,,31-07-2023,40,37,28,24,19
28470,117205,true,true,true,true,true,true,true,25,22,23,0,0,false,true,true,true,15,13,17,14,16,12,0,0,0,0,true,true,true,true,,,,04-12-2023,18,19,17,0,0
28471,105166,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28472,112173,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28473,105193,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28474,405039043,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
28475,116607,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28476,101683,true,true,true,true,true,false,false,22,18,18,18,18,false,true,true,true,14,14,10,10,13,13,10,10,8,8,true,true,false,false,false,false,false,14-03-2024,15,15,13,10,10
28477,126914,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28478,128708,true,true,true,true,true,true,true,21,36,33,30,25,false,false,true,true,20,0,20,0,15,0,15,0,14,0,true,true,false,,,,,21-01-2024,36,36,34,34,30
28479,105147,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28480,129780,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28481,112039,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
28482,605883022,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28483,128743,true,true,true,true,true,false,true,15,14,15,11,14,true,true,true,true,15,7,13,7,12,8,10,6,13,5,true,true,true,true,,,,28-02-2022,25,21,23,19,17
28484,110056,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28485,129759,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28486,112049,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28487,139882,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
28488,605883007,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28489,128756,true,true,true,true,true,false,true,25,31,19,20,22,true,true,true,true,18,18,18,18,17,17,18,18,14,14,true,true,true,true,,,,01-08-2023,18,18,17,18,14
28490,117175,true,true,true,true,true,true,true,43,38,35,34,33,true,true,true,true,40,30,25,18,38,21,19,15,20,15,true,true,true,,true,,,02-02-2018,60,54,56,57,56
28491,100233,true,true,false,true,false,false,false,12,12,15,11,16,true,true,false,true,9,9,8,7,7,6,8,8,9,9,true,false,false,false,false,false,false,26-12-2024,18,19,17,17,16
28492,119355,true,true,true,true,true,true,true,24,22,34,30,25,true,false,true,true,24,24,22,22,34,34,30,30,25,25,true,true,false,,,,,13-12-2023,54,57,51,54,48
28493,605883019,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28494,100157,true,true,true,true,true,false,true,36,45,43,30,28,false,true,false,true,36,29,45,25,43,29,30,23,28,21,true,false,true,true,,,,26-12-2023,54,54,51,51,45
28495,112057,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28496,117219,true,true,true,true,true,false,false,21,25,15,25,20,false,true,true,true,15,13,18,18,15,13,17,17,14,13,true,true,true,true,,,,04-12-2023,18,18,17,17,15
28497,119371,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28498,112013,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28499,101627,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
28500,131542,true,false,true,false,false,false,true,18,24,19,22,19,false,false,false,false,,,,,,,,,,,false,false,false,,,,,05-03-2025,25,25,25,20,20
28501,121010,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28502,110233,true,true,true,true,true,true,true,70,58,50,40,35,true,true,true,true,60,60,60,58,55,50,50,50,50,50,true,true,true,true,,,,02-01-2025,82,85,80,20,20
28503,9f2ed3de-00d8-4dbf-9e9a-a332f93d3bef,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28504,113061,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
28505,119363,true,true,true,true,true,true,true,50,60,50,50,48,false,true,true,true,50,50,45,45,40,40,40,40,35,30,true,true,true,true,,,,20-03-2023,60,60,54,56,43
28506,122681,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
28507,138442,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28508,122817,true,true,true,true,false,false,true,28,31,27,23,16,false,true,true,true,20,20,19,19,26,26,15,15,16,16,true,true,true,true,,,,29-05-2023,32,35,45,25,25
28509,122427,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28510,124746,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28511,125415,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
